
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
18,Steve Johnson,BUF,25,16,16,134,76,1004,13.2,7,55,4.8,62.8,0
19,Hakeem Nicks,NYG,23,15,15,133,76,1192,15.7,7,68,5.1,79.5,0
20,Ray Rice*,BAL,24,16,16,104,76,704,9.3,3,52,4.8,44.0,2
21,Reggie Wayne,IND,33,16,16,132,75,960,12.8,4,56,4.7,60.0,0
22,Kellen Winslow,TAM,28,16,15,120,75,763,10.2,2,37,4.7,47.7,2
23,Nate Washington,TEN,28,16,15,121,74,1023,13.8,7,57,4.6,63.9,0
24,Nate Burleson,DET,30,16,11,110,73,757,10.4,3,47,4.6,47.3,1
25,Michael Crabtree,SFO,24,15,14,115,72,874,12.1,4,52,4.8,58.3,0
26,Mike Wallace*,PIT,25,16,14,114,72,1193,16.6,8,95,4.5,74.6,1
27,Pierre Garcon,IND,25,16,16,134,70,947,13.5,6,87,4.4,59.2,2
28,Brandon Lloyd,2TM,30,15,14,148,70,966,13.8,5,44,4.7,64.4,2
29,Antonio Brown*,PIT,23,16,3,124,69,1108,16.1,2,79,4.3,69.3,0
30,Jabar Gaffney,WAS,31,16,15,114,68,947,13.9,5,45,4.3,59.2,1
31,Jordy Nelson,GNB,26,16,9,96,68,1263,18.6,15,93,4.3,78.9,0
32,Vernon Davis,SFO,27,16,16,95,67,792,11.8,6,44,4.2,49.5,3
33,Greg Jennings*,GNB,28,13,13,101,67,949,14.2,9,79,5.2,73.0,0
34,A.J. Green*,CIN,23,15,15,115,65,1057,16.3,7,58,4.3,70.5,1
35,Dustin Keller,NYJ,27,16,12,115,65,815,12.5,5,41,4.1,50.9,1
36,Mike Williams,TAM,24,16,15,124,65,771,11.9,3,42,4.1,48.2,2
37,Antonio Gates*,SDG,31,13,13,88,64,778,12.2,7,38,4.9,59.8,0
38,Darrius Heyward-Bey,OAK,24,15,14,115,64,975,15.2,4,58,4.3,65.0,1
39,Dez Bryant,DAL,23,15,13,103,63,928,14.7,9,50,4.2,61.9,3
40,Jeremy Maclin,PHI,23,13,13,96,63,859,13.6,5,59,4.8,66.1,1
41,Brent Celek,PHI,26,16,16,98,62,811,13.1,5,73,3.9,50.7,0
42,Steve Breaston,KAN,28,16,13,98,61,785,12.9,2,43,3.8,49.1,0
43,Greg Little,CLE,22,16,12,119,61,709,11.6,2,76,3.8,44.3,0
44,David Nelson,BUF,25,16,13,97,61,658,10.8,5,35,3.8,41.1,0
45,Vincent Jackson*,SDG,28,16,16,115,60,1106,18.4,9,58,3.8,69.1,0
46,Fred Davis,WAS,25,12,12,88,59,796,13.5,3,42,4.9,66.3,1
47,DeSean Jackson,PHI,25,15,15,104,58,961,16.6,4,62,3.9,64.1,1
48,Anquan Boldin,BAL,31,14,14,106,57,887,15.6,3,56,4.1,63.4,1
49,Chris Johnson,TEN,26,16,16,79,57,418,7.3,0,34,3.6,26.1,3
50,Jermaine Gresham*,CIN,23,14,13,92,56,596,10.6,6,31,4.0,42.6,1
51,Jermichael Finley,GNB,24,16,13,92,55,767,13.9,8,41,3.4,47.9,0
52,Austin Collie,IND,26,16,5,96,54,514,9.5,1,27,3.4,32.1,0
53,Owen Daniels,HOU,29,15,15,85,54,677,12.5,3,34,3.6,45.1,0
54,Ed Dickson,BAL,24,16,16,89,54,528,9.8,5,25,3.4,33.0,0
55,Early Doucet,ARI,26,16,6,97,54,689,12.8,5,70,3.4,43.1,1
56,Julio Jones,ATL,22,13,13,95,54,959,17.8,8,80,4.2,73.8,1
57,Laurent Robinson,DAL,26,14,4,80,54,858,15.9,11,74,3.9,61.3,0
58,Mike Tolbert,SDG,26,15,1,79,54,433,8.0,2,27,3.6,28.9,2
59,Arian Foster*,HOU,25,13,13,72,53,617,11.6,2,78,4.1,47.5,6
60,Jason Avant,PHI,28,16,7,81,52,679,13.1,1,35,3.3,42.4,2
61,Matt Forte*,CHI,26,12,12,76,52,490,9.4,1,56,4.3,40.8,2
62,Lance Moore,NOR,28,14,7,73,52,627,12.1,8,47,3.7,44.8,0
63,Doug Baldwin,SEA,23,16,1,85,51,788,15.5,4,55,3.2,49.3,0
64,Davone Bess,MIA,26,16,4,86,51,537,10.5,3,41,3.2,33.6,5
65,Deion Branch,NWE,32,15,15,90,51,702,13.8,5,63,3.4,46.8,0
66,Santonio Holmes,NYJ,27,16,16,101,51,654,12.8,8,38,3.2,40.9,2
67,Heath Miller,PIT,29,16,16,74,51,631,12.4,2,39,3.2,39.4,1
68,Andre Roberts,ARI,23,16,16,98,51,586,11.5,2,45,3.2,36.6,1
69,Ryan Mathews*,SDG,24,14,14,59,50,455,9.1,0,42,3.6,32.5,5
70,Jerome Simpson,CIN,25,16,14,105,50,725,14.5,4,84,3.1,45.3,0
71,Torrey Smith,BAL,22,16,14,95,50,841,16.8,7,74,3.1,52.6,1
72,Pierre Thomas,NOR,27,16,7,59,50,425,8.5,1,57,3.1,26.6,2
73,Jared Cook,TEN,24,16,5,81,49,759,15.5,3,80,3.1,47.4,2
74,Roy Helu,WAS,23,15,5,59,49,379,7.7,1,47,3.3,25.3,2
75,LeSean McCoy*+,PHI,23,15,15,69,48,315,6.6,3,26,3.2,21.0,1
76,Titus Young,DET,22,16,9,86,48,607,12.6,6,57,3.0,37.9,1
77,Lavelle Hawkins,TEN,25,16,2,77,47,470,10.0,1,32,2.9,29.4,1
78,Jonathan Stewart,CAR,24,16,3,61,47,413,8.8,1,26,2.9,25.8,1
79,Dexter McCluster,KAN,22,16,4,64,46,328,7.1,1,49,2.9,20.5,4
80,Santana Moss,WAS,32,12,12,95,46,584,12.7,4,49,3.8,48.7,0
81,Hines Ward,PIT,35,15,9,63,46,381,8.3,2,31,3.1,25.4,1
82,Plaxico Burress,NYJ,34,16,13,96,45,612,13.6,8,30,2.8,38.3,0
83,Greg Olsen,CAR,26,16,13,89,45,540,12.0,5,44,2.8,33.8,1
84,Damian Williams,TEN,23,15,13,94,45,592,13.2,5,54,3.0,39.5,0
85,Eric Decker,DEN,24,16,13,96,44,612,13.9,8,56,2.8,38.3,1
86,Legedu Naanee,CAR,28,15,10,76,44,467,10.6,1,28,2.9,31.1,0
87,Mike Thomas,JAX,24,15,13,92,44,415,9.4,1,47,2.9,27.7,1
88,Miles Austin,DAL,27,10,10,73,43,579,13.5,7,53,4.3,57.9,1
89,Reggie Bush,MIA,26,15,15,52,43,296,6.9,1,34,2.9,19.7,4
90,Malcom Floyd,SDG,30,12,9,70,43,856,19.9,5,52,3.6,71.3,0
91,Maurice Jones-Drew*+,JAX,26,16,16,64,43,374,8.7,3,48,2.7,23.4,6
92,Steven Jackson,STL,28,15,15,58,42,333,7.9,1,50,2.8,22.2,2
93,LaDainian Tomlinson,NYJ,32,14,1,61,42,449,10.7,2,74,3.0,32.1,0
94,Josh Cribbs,CLE,28,16,7,67,41,518,12.6,4,45,2.6,32.4,3
95,Kregg Lumpkin,TAM,27,16,0,53,41,291,7.1,0,16,2.6,18.2,0
96,Robert Meachem,NOR,27,16,8,60,40,620,15.5,6,67,2.5,38.8,0
97,Preston Parker,TAM,24,16,0,65,40,554,13.9,3,51,2.5,34.6,8
98,Dennis Pitta,BAL,26,16,2,56,40,405,10.1,3,39,2.5,25.3,0
99,Harry Douglas,ATL,27,16,4,62,39,498,12.8,1,49,2.4,31.1,0
100,Fred Jackson,BUF,30,10,10,50,39,442,11.3,0,49,3.9,44.2,2
101,Marcedes Lewis,JAX,27,15,15,85,39,460,11.8,0,62,2.6,30.7,0
102,Mario Manningham,NYG,25,12,10,77,39,523,13.4,4,47,3.3,43.6,0
103,C.J. Spiller,BUF,24,16,11,54,39,269,6.9,2,19,2.4,16.8,2
104,Kevin Walter,HOU,30,15,14,59,39,474,12.2,3,41,2.6,31.6,0
105,Jake Ballard,NYG,24,14,13,61,38,604,15.9,4,41,2.7,43.1,0
106,Scott Chandler,BUF,26,14,9,46,38,389,10.2,6,31,2.7,27.8,1
107,Michael Jenkins,MIN,29,11,7,55,38,466,12.3,3,72,3.5,42.4,2
108,James Jones,GNB,27,16,0,55,38,635,16.7,7,70,2.4,39.7,1
109,Michael Bush,OAK,27,16,9,47,37,418,11.3,1,55,2.3,26.1,1
110,Andre Caldwell,CIN,26,13,2,68,37,317,8.6,3,49,2.8,24.4,0
111,Donald Driver,GNB,36,16,15,56,37,445,12.0,6,35,2.3,27.8,0
112,Johnny Knox,CHI,25,14,11,69,37,727,19.6,2,81,2.6,51.9,1
113,Ben Obomanu,SEA,28,16,7,61,37,436,11.8,2,55,2.3,27.3,0
114,Jeremy Shockey,CAR,31,15,13,62,37,455,12.3,4,29,2.5,30.3,2
115,Ben Watson,CLE,31,13,11,70,37,410,11.1,2,34,2.8,31.5,0
116,Roy Williams,CHI,30,15,9,63,37,507,13.7,2,25,2.5,33.8,0
117,Brandon Gibson,STL,24,15,9,71,36,431,12.0,1,34,2.4,28.7,0
118,Brandon LaFell,CAR,25,16,6,56,36,613,17.0,3,91,2.3,38.3,0
