
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
313,Marlon Moore,MIA,23,9,0,19,6,128,21.3,1,57,0.7,14.2,0
314,Kassim Osgood,JAX,30,16,3,16,6,60,10.0,1,24,0.4,3.8,0
315,Brett Swain,GNB,25,16,1,9,6,72,12.0,0,31,0.4,4.5,0
316,Naufahu Tahi,MIN,29,15,7,6,6,39,6.5,1,11,0.4,2.6,0
317,Verran Tucker,KAN,22,11,2,19,6,114,19.0,1,38,0.5,10.4,0
318,Roberto Wallace,MIA,24,12,0,10,6,62,10.3,0,19,0.5,5.2,0
319,Eric Weems*,ATL,25,16,4,6,6,61,10.2,0,18,0.4,3.8,0
320,Kris Wilson,SDG,29,14,7,,6,73,12.2,0,37,0.4,5.2,1
321,Ramses Barden,NYG,24,6,0,7,5,64,12.8,0,26,0.8,10.7,0
322,LeGarrette Blount,TAM,24,13,7,7,5,14,2.8,0,7,0.4,1.1,4
323,Lorenzo Booker,MIN,26,4,0,6,5,32,6.4,0,7,1.3,8.0,1
324,Nate Byham,SFO,22,14,3,7,5,27,5.4,0,9,0.4,1.9,0
325,Anthony Dixon,SFO,23,16,0,5,5,11,2.2,0,8,0.3,0.7,0
326,Brody Eldridge,IND,23,14,8,9,5,39,7.8,0,10,0.4,2.8,0
327,Tony Fiammetta,CAR,24,14,9,10,5,34,6.8,0,11,0.4,2.4,0
328,Anthony Gonzalez,IND,26,2,0,9,5,67,13.4,0,34,2.5,33.5,0
329,Lavelle Hawkins,TEN,24,6,0,6,5,61,12.2,0,24,0.8,10.2,0
330,Mike Karney,STL,29,12,5,5,5,14,2.8,0,4,0.4,1.2,0
331,Spencer Larsen,DEN,26,11,5,5,5,51,10.2,1,29,0.5,4.6,0
332,Brandon Manumaleuna,CHI,30,16,13,7,5,43,8.6,1,16,0.3,2.7,0
333,Michael Palmer,ATL,22,14,1,8,5,29,5.8,1,11,0.4,2.1,0
334,Clinton Portis,WAS,29,5,5,9,5,55,11.0,0,14,1.0,11.0,0
335,Ryan Purvis,TAM,24,10,2,6,5,38,7.6,0,12,0.5,3.8,0
336,Tony Richardson,NYJ,39,16,10,5,5,31,6.2,0,14,0.3,1.9,0
337,Robert Royal,CLE,31,15,4,12,5,56,11.2,1,20,0.3,3.7,0
338,Chaz Schilens,OAK,25,5,0,9,5,40,8.0,1,11,1.0,8.0,0
339,Beanie Wells,ARI,22,13,2,8,5,74,14.8,0,43,0.4,5.7,1
340,Mike Cox,KAN,25,7,2,4,4,27,6.8,0,13,0.6,3.9,0
341,Tom Crabtree,GNB,25,16,1,7,4,61,15.3,0,33,0.3,3.8,0
342,James Davis,2TM,24,7,0,5,4,45,11.3,0,28,0.6,6.4,0
343,Jeff Dugan,MIN,29,16,4,5,4,30,7.5,0,10,0.3,1.9,0
344,Will Heller,DET,29,16,5,5,4,37,9.3,1,13,0.3,2.3,0
345,David Johnson,PIT,23,16,5,6,4,46,11.5,0,25,0.3,2.9,0
346,Laurence Maroney,DEN,25,4,3,7,4,50,12.5,0,28,1.0,12.5,1
347,Corey McIntyre,BUF,31,16,7,8,4,32,8.0,0,14,0.3,2.0,1
348,Moran Norris,SFO,32,16,11,9,4,20,5.0,0,8,0.3,1.3,0
349,Preston Parker,TAM,23,9,0,9,4,42,10.5,0,21,0.4,4.7,0
350,Brad Smith,NYJ,27,16,2,7,4,44,11.0,0,23,0.3,2.8,1
351,Kory Sperry,SDG,25,7,1,4,4,73,18.3,0,35,0.6,10.4,0
352,Lawrence Vickers,CLE,27,16,4,9,4,15,3.8,0,10,0.3,0.9,0
353,Terrence Austin,WAS,22,5,0,5,3,47,15.7,0,28,0.6,9.4,0
354,Lance Ball,DEN,25,10,0,6,3,16,5.3,0,13,0.3,1.6,1
355,Chase Coffman,CIN,24,6,0,5,3,30,10.0,0,14,0.5,5.0,0
356,Jim Dray,ARI,24,16,3,9,3,47,15.7,0,24,0.2,2.9,0
357,Gartrell Johnson,ATL,24,9,0,5,3,6,2.0,0,10,0.3,0.7,1
358,Quinn Johnson,GNB,24,11,4,4,3,26,8.7,0,11,0.3,2.4,0
359,Deji Karim,JAX,24,11,0,7,3,10,3.3,0,7,0.3,0.9,4
360,Joe McKnight,NYJ,22,9,1,4,3,20,6.7,0,9,0.3,2.2,0
361,Nick Miller,OAK,23,9,0,4,3,40,13.3,0,32,0.3,4.4,2
362,Dimitri Nance,GNB,22,12,0,4,3,30,10.0,0,14,0.3,2.5,0
363,Shawn Nelson,BUF,25,5,1,4,3,25,8.3,0,12,0.6,5.0,1
364,Jake O'Connell,KAN,25,15,2,4,3,31,10.3,0,18,0.2,2.1,0
365,Kevin Ogletree,DAL,23,6,0,6,3,34,11.3,0,19,0.5,5.7,0
366,Zach Potter,JAX,24,13,1,7,3,24,8.0,0,10,0.2,1.8,0
367,Taylor Price,NWE,23,1,0,4,3,41,13.7,0,18,3.0,41.0,0
368,Gijon Robinson,IND,26,11,2,7,3,12,4.0,1,6,0.3,1.1,0
369,Steve Slaton,HOU,24,12,1,4,3,11,3.7,0,12,0.3,0.9,0
370,Jerramy Stevens,TAM,31,5,1,5,3,43,14.3,0,22,0.6,8.6,0
371,Derrick Williams,DET,24,7,1,5,3,30,10.0,0,17,0.4,4.3,0
372,Brandon Banks,WAS,23,13,0,5,2,10,5.0,0,15,0.2,0.8,2
373,Khalif Barnes,OAK,28,16,3,2,2,8,4.0,1,6,0.1,0.5,0
374,Michael Bennett,OAK,32,7,0,2,2,9,4.5,0,6,0.3,1.3,0
375,Michael Clayton,NYG,28,6,0,4,2,19,9.5,0,14,0.3,3.2,0
376,John Conner,NYJ,23,16,0,4,2,9,4.5,0,7,0.1,0.6,0
377,Quan Cosby,CIN,28,16,0,2,2,16,8.0,0,11,0.1,1.0,0
378,Yamon Figurs,2TM,27,2,0,2,2,17,8.5,0,11,1.0,8.5,1
379,Quinton Ganther,2TM,26,11,1,3,2,9,4.5,0,8,0.2,0.8,0
380,Madison Hedgecock,NYG,29,4,3,2,2,8,4.0,0,7,0.5,2.0,0
381,Dwayne Jarrett,CAR,24,3,0,5,2,40,20.0,0,21,0.7,13.3,0
382,Reagan Maui'a,ARI,26,15,4,1,2,20,10.0,0,10,0.1,1.3,0
383,Garrett Mills,2TM,27,7,3,,2,19,9.5,0,14,0.3,2.7,0
384,Fendi Onobun,STL,24,3,0,4,2,15,7.5,0,8,0.7,5.0,0
385,Logan Paulsen,WAS,23,11,0,2,2,10,5.0,1,9,0.2,0.9,0
386,Mickey Shuler,MIA,24,6,2,5,2,44,22.0,0,28,0.3,7.3,0
387,Donte' Stallworth,BAL,30,8,0,5,2,82,41.0,0,67,0.3,10.3,1
388,James Starks,GNB,24,3,0,4,2,15,7.5,0,12,0.7,5.0,0
389,Fred Taylor,NWE,34,7,0,3,2,6,3.0,0,7,0.3,0.9,0
390,Keith Toston,STL,23,16,0,2,2,29,14.5,0,23,0.1,1.8,0
391,Patrick Turner,NYJ,23,5,0,2,2,26,13.0,0,21,0.4,5.2,0
392,Albert Young,MIN,25,3,0,2,2,11,5.5,0,13,0.7,3.7,0
393,Sam Aiken,CLE,30,3,0,1,1,7,7.0,0,7,0.3,2.3,0
394,Gary Banks,SDG,29,2,2,3,1,2,2.0,0,2,0.5,1.0,0
395,Hank Baskett,2TM,28,8,0,,1,18,18.0,0,18,0.1,2.3,0
396,Jackie Battle,KAN,27,16,0,3,1,9,9.0,0,9,0.1,0.6,0
397,Brock Bolen,JAX,25,4,0,3,1,15,15.0,0,15,0.3,3.8,0
398,Drew Brees*,NOR,31,16,16,1,1,7,7.0,0,7,0.1,0.4,9
399,Eldra Buckley,PHI,25,16,0,2,1,10,10.0,0,10,0.1,0.6,1
400,Duke Calhoun,NYG,23,9,0,2,1,4,4.0,0,4,0.1,0.4,0
401,Rock Cartwright,OAK,31,16,0,3,1,10,10.0,0,10,0.1,0.6,0
402,Scott Chandler,2TM,25,13,1,,1,8,8.0,0,8,0.1,0.6,0
403,Desmond Clark,CHI,33,5,0,2,1,12,12.0,0,12,0.2,2.4,0
404,Jeff Cumberland,NYJ,23,1,0,2,1,3,3.0,0,3,1.0,3.0,0
405,Kevin Curtis,MIA,32,2,0,2,1,6,6.0,0,6,0.5,3.0,0
406,Kellen Davis,CHI,25,16,3,2,1,19,19.0,1,19,0.1,1.2,0
407,Mike Gibson,SEA,25,14,8,1,1,-2,-2.0,0,-2,0.1,-0.1,0
408,Richard Goodman,SDG,23,3,0,2,1,25,25.0,0,25,0.3,8.3,1
409,Korey Hall,GNB,27,12,6,1,1,9,9.0,0,9,0.1,0.8,0
410,Ben Hartsock,NYJ,30,16,7,3,1,7,7.0,0,7,0.1,0.4,0
411,Todd Herremans,PHI,28,16,15,1,1,2,2.0,1,2,0.1,0.1,0
412,Lex Hilliard,MIA,26,16,0,2,1,3,3.0,0,3,0.1,0.2,0
413,Paul Hubbard,BUF,25,1,1,3,1,8,8.0,0,8,1.0,8.0,0
414,Kareem Huggins,TAM,24,3,0,2,1,7,7.0,0,7,0.3,2.3,0
415,Tory Humphrey,NOR,27,6,2,2,1,12,12.0,0,12,0.2,2.0,0
416,Chris Ivory,NOR,22,12,4,1,1,17,17.0,0,17,0.1,1.4,4
417,Manuel Johnson,DAL,24,2,0,5,1,6,6.0,0,6,0.5,3.0,0
418,Erik Lorig,TAM,24,9,1,2,1,10,10.0,0,10,0.1,1.1,0
419,Kregg Lumpkin,TAM,26,11,0,1,1,12,12.0,0,12,0.1,1.1,0
420,Colt McCoy,CLE,24,8,8,1,1,13,13.0,0,13,0.1,1.6,1
421,Mike McGlynn,PHI,25,16,14,1,1,1,1.0,0,1,0.1,0.1,0
422,Jerious Norwood,ATL,27,2,0,3,1,9,9.0,0,9,0.5,4.5,0
423,Cedric Peerman,CIN,24,7,0,3,1,11,11.0,0,11,0.1,1.6,0
424,Donald Penn*,TAM,27,16,16,1,1,1,1.0,1,1,0.1,0.1,0
425,Dennis Pitta,BAL,25,11,0,5,1,1,1.0,0,1,0.1,0.1,0
426,Chris Pressley,2TM,24,7,0,1,1,6,6.0,0,6,0.1,0.9,0
427,Richard Quinn,DEN,24,14,4,2,1,9,9.0,0,9,0.1,0.6,0
428,Dominic Rhodes,IND,31,3,0,4,1,4,4.0,0,4,0.3,1.3,1
429,Alex Smith,CLE,28,3,1,1,1,6,6.0,0,6,0.3,2.0,0
430,Mike Vrabel,KAN,35,16,16,1,1,2,2.0,1,2,0.1,0.1,0
431,Seneca Wallace,CLE,30,8,4,1,1,9,9.0,0,9,0.1,1.1,1
432,Andrew Whitworth,CIN,29,16,16,1,1,1,1.0,1,1,0.1,0.1,0
433,Ernest Wilford,JAX,31,2,0,2,1,3,3.0,0,3,0.5,1.5,0
434,Cary Williams,BAL,26,13,0,1,1,13,13.0,0,13,0.1,1.0,0
435,Chris Williams,CHI,25,13,13,1,1,4,4.0,0,4,0.1,0.3,0
436,Kyle Williams,SFO,22,5,0,1,1,8,8.0,0,8,0.2,1.6,0
437,Matt Willis,DEN,26,6,0,2,1,17,17.0,0,17,0.2,2.8,0
438,Darrel Young,WAS,23,16,0,1,1,3,3.0,1,3,0.1,0.2,0
