
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
42,Mario Manningham,NYG,24,16,8,92,60,944,15.7,9,92,3.8,59.0,1
43,Zach Miller*,OAK,25,15,15,92,60,685,11.4,5,43,4.0,45.7,1
44,Mike Wallace,PIT,24,16,16,98,60,1257,21.0,10,56,3.8,78.6,1
45,Eddie Royal,DEN,24,16,10,105,59,627,10.6,3,41,3.7,39.2,4
46,Darren Sproles,SDG,27,16,3,75,59,520,8.8,2,57,3.7,32.5,3
47,Hines Ward,PIT,34,16,15,95,59,755,12.8,5,43,3.7,47.2,1
48,Jahvid Best,DET,21,16,9,80,58,487,8.4,2,75,3.6,30.4,1
49,Austin Collie,IND,25,9,6,71,58,649,11.2,8,73,6.4,72.1,1
50,Marcedes Lewis*,JAX,26,16,16,89,58,700,12.1,10,42,3.6,43.8,2
51,Vernon Davis,SFO,26,16,16,93,56,914,16.3,7,66,3.5,57.1,0
52,Nate Burleson,DET,29,14,14,86,55,625,11.4,6,58,3.9,44.6,2
53,Michael Crabtree,SFO,23,16,15,101,55,741,13.5,6,60,3.4,46.3,0
54,Dustin Keller,NYJ,26,16,13,100,55,687,12.5,5,41,3.4,42.9,0
55,Braylon Edwards,NYJ,27,16,15,101,53,904,17.1,7,74,3.3,56.5,1
56,Brandon Gibson,STL,23,14,12,91,53,620,11.7,2,41,3.8,44.3,0
57,Jermaine Gresham,CIN,22,15,10,83,52,471,9.1,4,27,3.5,31.4,2
58,Santonio Holmes,NYJ,26,12,10,96,52,746,14.3,6,52,4.3,62.2,2
59,Jordan Shipley,CIN,25,15,4,74,52,600,11.5,3,64,3.5,40.0,0
60,LaDainian Tomlinson,NYJ,31,15,13,79,52,368,7.1,0,21,3.5,24.5,3
61,Jason Avant,PHI,27,16,3,76,51,573,11.2,1,34,3.2,35.8,0
62,Donald Driver,GNB,35,15,15,85,51,565,11.1,4,61,3.4,37.7,1
63,Matt Forte,CHI,25,16,16,70,51,547,10.7,3,89,3.2,34.2,3
64,Jacoby Jones,HOU,26,15,7,78,51,562,11.0,3,47,3.4,37.5,1
65,Johnny Knox,CHI,24,16,16,100,51,960,18.8,5,67,3.2,60.0,1
66,Kevin Walter,HOU,29,16,16,80,51,621,12.2,5,35,3.2,38.8,0
67,Antonio Gates*,SDG,30,10,10,65,50,782,15.6,10,48,5.0,78.2,0
68,James Jones,GNB,26,16,3,87,50,679,13.6,5,66,3.1,42.4,3
69,Felix Jones,DAL,23,16,7,52,48,450,9.4,1,71,3.0,28.1,2
70,Steve Smith,NYG,25,9,7,75,48,529,11.0,3,45,5.3,58.8,0
71,Ahmad Bradshaw,NYG,24,16,11,58,47,314,6.7,0,18,2.9,19.6,7
72,Steve Breaston,ARI,27,13,11,87,47,718,15.3,1,37,3.6,55.2,0
73,DeSean Jackson*,PHI,24,14,14,95,47,1056,22.5,6,91,3.4,75.4,4
74,Darren McFadden,OAK,23,13,13,61,47,507,10.8,3,67,3.6,39.0,4
75,Tony Moeaki,KAN,23,15,15,73,47,556,11.8,3,34,3.1,37.1,0
76,Visanthe Shiancoe,MIN,30,16,9,79,47,530,11.3,2,33,2.9,33.1,0
77,Earl Bennett,CHI,23,14,3,71,46,561,12.2,3,48,3.3,40.1,1
78,Frank Gore,SFO,27,11,11,72,46,452,9.8,2,41,4.2,41.1,4
79,Steven Jackson*,STL,27,16,16,62,46,383,8.3,0,49,2.9,23.9,1
80,Steve Smith,CAR,31,14,14,100,46,554,12.0,2,39,3.3,39.6,3
81,Cadillac Williams,TAM,28,16,9,64,46,355,7.7,1,20,2.9,22.2,1
82,Dez Bryant,DAL,22,12,2,73,45,561,12.5,6,46,3.8,46.8,2
83,Jamaal Charles*+,KAN,24,16,6,64,45,468,10.4,3,31,2.8,29.3,3
84,Aaron Hernandez,NWE,21,14,7,64,45,563,12.5,6,46,3.2,40.2,0
85,Jordy Nelson,GNB,25,16,4,64,45,582,12.9,2,80,2.8,36.4,3
86,Tony Scheffler,DET,27,15,4,72,45,378,8.4,1,25,3.0,25.2,1
87,Anthony Armstrong,WAS,27,15,11,86,44,871,19.8,3,76,2.9,58.1,1
88,Chris Johnson*,TEN,25,16,16,57,44,245,5.6,1,25,2.8,15.3,3
89,Robert Meachem,NOR,26,16,7,66,44,638,14.5,5,55,2.8,39.9,0
90,Josh Morgan,SFO,25,16,11,80,44,698,15.9,2,65,2.8,43.6,2
91,Jason Snelling,ATL,27,14,0,51,44,303,6.9,3,28,3.1,21.6,2
92,Brian Hartline,MIA,24,12,11,73,43,615,14.3,1,54,3.6,51.3,1
93,Brandon Jackson,GNB,25,16,13,50,43,342,8.0,1,37,2.7,21.4,1
94,Mike Sims-Walker,JAX,26,14,13,80,43,562,13.1,7,39,3.1,40.1,1
95,Kenny Britt,TEN,22,12,7,73,42,775,18.5,9,80,3.5,64.6,1
96,Brent Celek,PHI,25,16,15,79,42,511,12.2,4,65,2.6,31.9,0
97,Rob Gronkowski,NWE,21,16,11,59,42,546,13.0,10,28,2.6,34.1,1
98,Heath Miller,PIT,28,14,14,67,42,512,12.2,2,36,3.0,36.6,1
99,Nate Washington,TEN,27,16,16,94,42,687,16.4,6,71,2.6,42.9,0
100,Jerricho Cotchery,NYJ,28,14,5,86,41,433,10.6,2,49,2.9,30.9,1
101,Daniel Fells,STL,27,16,6,65,41,391,9.5,2,36,2.6,24.4,0
102,Michael Jenkins,ATL,28,11,9,73,41,505,12.3,2,43,3.7,45.9,0
103,Louis Murphy,OAK,23,14,9,78,41,609,14.9,2,70,2.9,43.5,2
104,Greg Olsen,CHI,25,16,13,70,41,404,9.9,5,39,2.6,25.3,2
105,Jeremy Shockey,NOR,30,13,11,59,41,408,10.0,3,31,3.2,31.4,0
106,Mike Goodson,CAR,23,16,3,57,40,310,7.8,0,32,2.5,19.4,5
107,Todd Heap,BAL,30,13,13,64,40,599,15.0,5,65,3.1,46.1,1
108,Devin Hester*+,CHI,28,16,13,73,40,475,11.9,4,39,2.5,29.7,0
109,Chansi Stuckey,CLE,27,16,5,63,40,346,8.7,0,25,2.5,21.6,3
110,Anthony Fasano,MIA,26,15,15,60,39,528,13.5,4,31,2.6,35.2,0
111,Keiland Williams,WAS,24,15,3,58,39,309,7.9,2,36,2.6,20.6,1
112,Owen Daniels,HOU,28,11,10,68,38,471,12.4,2,31,3.5,42.8,0
113,Brandon LaFell,CAR,24,14,2,77,38,468,12.3,1,44,2.7,33.4,0
114,Dallas Clark,IND,31,6,6,53,37,347,9.4,3,50,6.2,57.8,0
115,Lee Evans,BUF,29,13,13,84,37,578,15.6,4,54,2.8,44.5,2
116,Malcom Floyd,SDG,29,11,9,77,37,717,19.4,6,55,3.4,65.2,1
117,David Gettis,CAR,23,15,13,67,37,508,13.7,3,88,2.5,33.9,1
118,Knowshon Moreno,DEN,23,13,13,48,37,372,10.1,3,45,2.8,28.6,3
119,Roy Williams,DAL,29,15,9,64,37,530,14.3,5,63,2.5,35.3,3
120,Deon Butler,SEA,24,13,8,70,36,385,10.7,4,63,2.8,29.6,0
121,Joel Dreessen,HOU,28,16,10,55,36,518,14.4,4,43,2.3,32.4,1
122,Mohamed Massaquoi,CLE,24,15,14,73,36,483,13.4,2,41,2.4,32.2,1
123,Adrian Peterson*,MIN,25,15,15,50,36,341,9.5,1,34,2.4,22.7,1
124,Bo Scaife,TEN,29,14,13,52,36,318,8.8,4,30,2.6,22.7,2
125,Blair White,IND,23,13,4,57,36,355,9.9,5,33,2.8,27.3,1
126,Kevin Boss,NYG,26,15,13,70,35,531,15.2,5,54,2.3,35.4,1
127,Reggie Bush,NOR,25,8,6,42,34,208,6.1,1,20,4.3,26.0,2
128,Devery Henderson,NOR,28,16,11,59,34,464,13.6,1,57,2.1,29.0,0
129,Maurice Jones-Drew*,JAX,25,14,14,44,34,317,9.3,2,75,2.4,22.6,2
130,Laurent Robinson,STL,25,14,11,75,34,344,10.1,2,32,2.4,24.6,0
131,Danny Woodhead,2TM,25,15,3,44,34,379,11.1,1,50,2.3,25.3,1
132,Martellus Bennett,DAL,23,16,11,47,33,260,7.9,0,32,2.1,16.3,1
133,Ronnie Brown,MIA,29,16,16,43,33,242,7.3,0,24,2.1,15.1,3
134,Justin Forsett,SEA,25,16,5,51,33,252,7.6,0,21,2.1,15.8,0
135,Roscoe Parrish,BUF,28,8,6,53,33,400,12.1,2,37,4.1,50.0,1
136,Dante Rosario,CAR,26,16,6,58,32,264,8.3,0,26,2.0,16.5,0
137,John Carlson,SEA,26,15,13,58,31,318,10.3,1,37,2.1,21.2,0
138,Jimmy Graham,NOR,24,15,5,44,31,356,11.5,5,52,2.1,23.7,1
139,Fred Jackson,BUF,29,16,13,54,31,215,6.9,2,65,1.9,13.4,5
140,David Nelson,BUF,24,15,3,47,31,353,11.4,3,37,2.1,23.5,0
141,Brandon Stokley,SEA,34,11,0,43,31,354,11.4,0,36,2.8,32.2,0
142,T.J. Houshmandzadeh,BAL,33,16,2,57,30,398,13.3,3,56,1.9,24.9,1
143,Ben Obomanu,SEA,27,15,6,49,30,494,16.5,4,87,2.0,32.9,0
144,David Thomas,NOR,27,13,8,46,30,219,7.3,2,22,2.3,16.8,0
145,Jared Cook,TEN,23,16,1,45,29,361,12.4,1,36,1.8,22.6,0
146,Brian Robiskie,CLE,23,14,11,49,29,310,10.7,3,46,2.1,22.1,0
147,Pierre Thomas,NOR,26,6,3,29,29,201,6.9,0,23,4.8,33.5,0
148,Delanie Walker,SFO,26,14,8,45,29,331,11.4,0,38,2.1,23.6,1
149,Cedric Benson,CIN,28,16,16,37,28,178,6.4,1,24,1.8,11.1,7
150,Bernard Berrian,MIN,30,14,9,54,28,252,9.0,0,30,2.0,18.0,2
151,Correll Buckhalter,DEN,32,15,0,39,28,240,8.6,2,23,1.9,16.0,1
152,Patrick Crayton,SDG,31,9,2,42,28,514,18.4,1,49,3.1,57.1,0
153,Randy Moss,3TM,33,16,11,63,28,393,14.0,5,37,1.8,24.6,0
154,Emmanuel Sanders,PIT,23,13,1,50,28,376,13.4,2,35,2.2,28.9,2
155,Early Doucet,ARI,25,10,5,59,26,291,11.2,1,36,2.6,29.1,0
156,Darrius Heyward-Bey,OAK,23,15,14,65,26,366,14.1,1,69,1.7,24.4,1
157,Rashad Jennings,JAX,25,13,3,35,26,223,8.6,0,25,2.0,17.2,0
158,Mewelde Moore,PIT,28,15,0,31,26,205,7.9,0,29,1.7,13.7,0
159,Arrelious Benn,TAM,22,15,9,38,25,395,15.8,2,64,1.7,26.3,1
160,Andre Caldwell,CIN,25,15,5,37,25,345,13.8,0,53,1.7,23.0,1
161,Jacoby Ford,OAK,23,16,9,54,25,470,18.8,2,52,1.6,29.4,3
162,Maurice Morris,DET,31,14,7,31,25,170,6.8,0,16,1.8,12.1,1
163,Marcel Reece,OAK,25,16,10,43,25,333,13.3,3,73,1.6,20.8,1
164,Mike Tolbert,SDG,25,15,4,29,25,216,8.6,0,28,1.7,14.4,5
165,Derek Hagan,NYG,26,7,4,43,24,223,9.3,1,17,3.4,31.9,0
166,Andre Roberts,ARI,22,15,2,49,24,307,12.8,2,74,1.6,20.5,2
167,C.J. Spiller,BUF,23,14,1,30,24,157,6.5,1,41,1.7,11.2,5
168,Sammie Stroughter,TAM,24,12,4,38,24,239,10.0,0,27,2.0,19.9,1
169,Brandon Tate,NWE,23,16,10,46,24,432,18.0,3,65,1.5,27.0,1
170,Ladell Betts,NOR,31,8,1,31,23,141,6.1,0,25,2.9,17.6,1
171,Mark Clayton,STL,28,5,5,42,23,306,13.3,2,39,4.6,61.2,0
172,Josh Cribbs,CLE,27,15,5,39,23,292,12.7,1,65,1.5,19.5,7
173,Rashard Mendenhall,PIT,23,16,16,34,23,167,7.3,0,24,1.4,10.4,2
174,Legedu Naanee,SDG,27,10,9,46,23,371,16.1,1,59,2.3,37.1,1
175,Chris Chambers,KAN,32,13,7,43,22,213,9.7,1,26,1.7,16.4,0
176,Harry Douglas,ATL,26,16,4,53,22,294,13.4,1,46,1.4,18.4,0
177,Jacob Hester,SDG,25,15,7,26,22,145,6.6,1,21,1.5,9.7,0
178,Marshawn Lynch,2TM,24,16,14,26,22,145,6.6,0,22,1.4,9.1,4
179,Ryan Mathews,SDG,23,12,9,26,22,145,6.6,0,17,1.8,12.1,5
180,Antwaan Randle El,PIT,31,16,0,39,22,253,11.5,0,34,1.4,15.8,2
181,Demaryius Thomas,DEN,23,10,2,39,22,283,12.9,2,31,2.2,28.3,3
182,Craig Davis,SDG,25,7,1,39,21,259,12.3,1,49,3.0,37.0,0
183,Fred Davis,WAS,24,16,9,31,21,316,15.0,3,71,1.3,19.8,0
184,Jermichael Finley,GNB,23,5,5,26,21,301,14.3,1,34,4.2,60.2,0
185,Toby Gerhart,MIN,23,15,1,29,21,167,8.0,0,23,1.4,11.1,3
186,Tim Hightower,ARI,24,16,13,42,21,136,6.5,0,20,1.3,8.5,5
187,Le'Ron McClain,BAL,26,15,13,26,21,134,6.4,0,19,1.4,8.9,0
188,Dexter McCluster,KAN,21,11,7,39,21,209,10.0,1,31,1.9,19.0,2
189,Andrew Quarless,GNB,22,13,3,33,21,238,11.3,1,23,1.6,18.3,1
190,Golden Tate,SEA,22,11,0,39,21,227,10.8,0,52,1.9,20.6,1
191,Danario Alexander,STL,24,8,2,37,20,306,15.3,1,46,2.5,38.3,0
192,Donald Brown,IND,23,13,8,28,20,205,10.3,0,25,1.5,15.8,0
193,Greg Camarillo,MIN,28,16,1,34,20,240,12.0,1,31,1.3,15.0,0
194,Justin Gage,TEN,29,11,4,43,20,266,13.3,1,30,1.8,24.2,0
195,Brian Leonard,CIN,26,11,0,26,20,137,6.9,1,20,1.8,12.5,0
196,Randy McMichael,SDG,31,16,11,27,20,221,11.1,2,28,1.3,13.8,0
197,Zach Miller,JAX,26,15,5,26,20,216,10.8,1,52,1.3,14.4,0
198,Mike Sellers,WAS,35,16,8,40,20,224,11.2,0,28,1.3,14.0,0
199,Jerome Simpson,CIN,24,5,3,25,20,277,13.9,3,59,4.0,55.4,2
200,Chester Taylor,CHI,31,16,1,26,20,139,7.0,0,18,1.3,8.7,0
201,Joseph Addai,IND,27,8,7,26,19,124,6.5,0,15,2.4,15.5,2
202,Brian Finneran,ATL,34,16,1,32,19,166,8.7,3,21,1.2,10.4,0
203,Jeff King,CAR,27,16,16,32,19,121,6.4,2,16,1.2,7.6,0
204,Owen Schmitt,PHI,25,15,5,24,19,136,7.2,1,18,1.3,9.1,0
205,Ricky Williams,MIA,33,16,0,30,19,141,7.4,1,28,1.2,8.8,4
206,Michael Bush,OAK,26,14,3,24,18,194,10.8,0,55,1.3,13.9,0
207,Terrance Copper,KAN,28,16,3,28,18,157,8.7,0,20,1.1,9.8,0
208,Daniel Graham,DEN,32,16,16,37,18,148,8.2,0,28,1.1,9.3,1
209,Bryant Johnson,DET,29,14,7,49,18,210,11.7,0,24,1.3,15.0,0
210,Donald Jones,BUF,23,15,5,41,18,213,11.8,1,40,1.2,14.2,0
211,Ryan Torain,WAS,24,10,8,27,18,125,6.9,2,20,1.8,12.5,2
212,Tashard Choice,DAL,26,16,0,22,17,109,6.4,0,17,1.1,6.8,1
213,Julius Jones,2TM,29,12,2,22,17,59,3.5,0,13,1.4,4.9,1
214,Jim Kleinsasser,MIN,33,16,7,21,17,148,8.7,0,20,1.1,9.3,0
215,Greg Lewis,MIN,30,13,5,37,17,197,11.6,0,33,1.3,15.2,0
216,Sidney Rice,MIN,24,6,5,42,17,280,16.5,2,46,2.8,46.7,0
217,Micheal Spurlock,TAM,27,16,1,33,17,250,14.7,2,43,1.1,15.6,2
218,Antonio Brown,PIT,22,9,0,19,16,167,10.4,0,26,1.8,18.6,1
219,Earnest Graham,TAM,30,12,7,19,16,130,8.1,1,46,1.3,10.8,1
220,Shonn Greene,NYJ,25,15,2,24,16,120,7.5,0,15,1.1,8.0,3
221,Evan Moore,CLE,25,12,4,26,16,322,20.1,1,49,1.3,26.8,1
222,LaRod Stephens-Howling,ARI,23,13,2,23,16,111,6.9,0,13,1.2,8.5,0
223,Brian Westbrook,SFO,31,14,5,24,16,150,9.4,1,62,1.1,10.7,0
224,Damian Williams,TEN,22,16,1,28,16,219,13.7,0,39,1.0,13.7,0
225,Ahmard Hall,TEN,31,16,4,20,15,100,6.7,0,19,0.9,6.3,0
226,John Kuhn,GNB,28,16,2,18,15,97,6.5,2,12,0.9,6.1,1
227,Ben Patrick,ARI,26,15,7,18,15,123,8.2,0,21,1.0,8.2,1
228,Billy Bajema,STL,28,13,8,24,14,145,10.4,2,26,1.1,11.2,1
229,Sam Hurd,DAL,25,15,1,23,14,120,8.6,0,13,0.9,8.0,0
230,Vincent Jackson,SDG,27,5,5,24,14,248,17.7,3,58,2.8,49.6,0
231,Thomas Jones,KAN,32,16,10,20,14,122,8.7,0,20,0.9,7.6,3
232,Willis McGahee,BAL,29,15,2,17,14,55,3.9,1,32,0.9,3.7,2
233,Seyi Ajirotutu,SDG,23,10,0,23,13,262,20.2,2,55,1.3,26.2,0
234,Travis Beckum,NYG,23,16,2,18,13,116,8.9,2,29,0.8,7.3,0
235,John Gilmore,TAM,31,16,11,18,13,160,12.3,1,30,0.8,10.0,0
236,Michael Hoomanawanui,STL,22,8,3,22,13,146,11.2,3,36,1.6,18.3,0
237,Ovie Mughelli*,ATL,30,16,6,18,13,126,9.7,1,18,0.8,7.9,0
238,Kelley Washington,SDG,31,8,0,14,13,173,13.3,1,36,1.6,21.6,0
239,Joey Galloway,WAS,39,10,4,38,12,173,14.4,0,62,1.2,17.3,0
240,Ted Ginn,SFO,25,13,0,35,12,163,13.6,1,37,0.9,12.5,1
241,BenJarvus Green-Ellis,NWE,25,16,11,16,12,85,7.1,0,16,0.8,5.3,0
242,Jerome Harrison,2TM,27,12,2,13,12,85,7.1,0,23,1.0,7.1,2
243,Max Komar,ARI,23,8,0,22,12,117,9.8,0,20,1.5,14.6,3
244,Brandon Myers,OAK,25,15,3,16,12,80,6.7,0,16,0.8,5.3,1
245,Lousaka Polite,MIA,29,16,10,17,12,61,5.1,0,14,0.8,3.8,0
246,Jonathan Stupar,BUF,26,16,3,13,12,111,9.3,0,35,0.8,6.9,1
247,Tyrell Sutton,CAR,24,9,0,12,12,70,5.8,0,14,1.3,7.8,0
248,Michael Turner*,ATL,28,16,15,20,12,85,7.1,0,19,0.8,5.3,2
249,David Anderson,HOU,27,12,1,18,11,117,10.6,0,35,0.9,9.8,0
250,Marion Barber,DAL,27,13,10,16,11,49,4.5,0,15,0.8,3.8,0
251,Ed Dickson,BAL,23,15,3,23,11,152,13.8,1,58,0.7,10.1,0
252,Chad Hall,PHI,24,8,1,18,11,115,10.5,1,48,1.4,14.4,0
253,Jason Hill,2TM,25,8,1,,11,248,22.5,1,48,1.4,31.0,0
254,Greg Jones,JAX,29,16,13,11,11,47,4.3,0,12,0.7,2.9,0
255,Donald Lee,GNB,30,15,6,12,11,73,6.6,3,17,0.7,4.9,1
256,Bernard Scott,CIN,26,16,0,13,11,60,5.5,0,25,0.7,3.8,2
257,Kevin Smith,DET,24,6,0,16,11,123,11.2,0,27,1.8,20.5,0
258,Craig Stevens,TEN,26,15,13,23,11,122,11.1,2,28,0.7,8.1,0
259,DeAngelo Williams,CAR,27,6,6,13,11,61,5.5,0,14,1.8,10.2,1
260,Devin Aromashodu,CHI,26,14,2,24,10,149,14.9,0,34,0.7,10.6,0
261,Tim Castille,KAN,26,10,4,12,10,43,4.3,0,14,1.0,4.3,0
262,Kenneth Darby,STL,28,14,0,13,10,61,6.1,1,21,0.7,4.4,0
263,Johnnie Lee Higgins,OAK,27,13,1,30,10,103,10.3,0,26,0.8,7.9,0
264,Reggie Kelly,CIN,33,16,14,13,10,42,4.2,0,9,0.6,2.6,0
265,Justin Peelle,ATL,31,13,8,15,10,96,9.6,1,15,0.8,7.4,0
266,Leonard Pope,KAN,27,16,6,19,10,76,7.6,2,14,0.6,4.8,0
267,Chris Baker,SEA,31,16,13,19,9,116,12.9,1,44,0.6,7.3,0
268,Rashied Davis,CHI,31,16,0,13,9,84,9.3,1,21,0.6,5.3,1
269,Clay Harbor,PHI,23,9,6,15,9,72,8.0,1,24,1.0,8.0,0
270,Javarris James,IND,23,10,0,11,9,63,7.0,0,11,0.9,6.3,1
271,Cameron Morrah,SEA,23,15,3,18,9,117,13.0,0,36,0.6,7.8,0
272,Bear Pascoe,NYG,24,15,11,13,9,72,8.0,0,12,0.6,4.8,0
273,Isaac Redman,PIT,26,16,0,10,9,72,8.0,2,16,0.6,4.5,2
274,Naaman Roosevelt,BUF,23,6,1,17,9,139,15.4,0,30,1.5,23.2,0
275,Matt Spaeth,PIT,27,14,13,18,9,80,8.9,1,13,0.6,5.7,0
276,Leon Washington,SEA,28,16,0,13,9,79,8.8,0,28,0.6,4.9,3
277,Stephen Williams,ARI,24,11,3,23,9,101,11.2,0,17,0.8,9.2,0
278,Dominique Zeigler,SFO,26,11,0,15,9,98,10.9,0,20,0.8,8.9,0
279,Aaron Brown,DET,25,6,0,13,8,45,5.6,0,10,1.3,7.5,0
280,James Casey,HOU,26,16,4,14,8,98,12.3,0,33,0.5,6.1,0
281,Patrick Cobbs,MIA,27,16,1,18,8,91,11.4,2,29,0.5,5.7,1
282,Jerome Felton,DET,24,16,2,15,8,54,6.8,0,19,0.5,3.4,1
283,Dan Gronkowski,DEN,25,12,4,13,8,65,8.1,0,13,0.7,5.4,0
284,Vonta Leach*+,HOU,29,16,5,15,8,91,11.4,0,21,0.5,5.7,0
285,Michael Robinson,SEA,27,11,4,13,8,37,4.6,0,13,0.7,3.4,0
286,Jonathan Stewart,CAR,23,14,7,14,8,103,12.9,1,55,0.6,7.4,4
287,Tiquan Underwood,JAX,23,10,0,22,8,111,13.9,0,22,0.8,11.1,0
288,Roydell Williams,WAS,29,16,0,18,8,109,13.6,0,34,0.5,6.8,0
289,Jason Wright,ARI,28,15,1,16,8,42,5.3,0,9,0.5,2.8,1
290,Adrian Arrington,NOR,25,1,0,9,7,79,11.3,0,17,7.0,79.0,0
291,Mike Bell,2TM,27,16,1,10,7,67,9.6,0,28,0.4,4.2,2
292,David Clowney,2TM,25,13,0,16,7,124,17.7,0,31,0.5,9.5,0
293,Riley Cooper,PHI,23,13,2,18,7,116,16.6,1,37,0.5,8.9,0
294,Julian Edelman,NWE,24,15,3,14,7,86,12.3,0,40,0.5,5.7,1
295,Heath Evans,NOR,32,16,6,11,7,41,5.9,1,18,0.4,2.6,0
296,Chris Gronkowski,DAL,24,14,7,14,7,35,5.0,1,12,0.5,2.5,0
297,Brandon Jacobs,NYG,28,16,5,13,7,59,8.4,0,22,0.4,3.7,2
298,David Martin,BUF,31,16,9,8,7,43,6.1,1,15,0.4,2.7,0
299,Ruvell Martin,SEA,28,5,0,9,7,158,22.6,1,61,1.4,31.6,0
300,Sammy Morris,NWE,33,16,0,12,7,77,11.0,0,22,0.4,4.8,1
301,Javon Ringer,TEN,23,16,0,8,7,44,6.3,0,9,0.4,2.8,0
302,Stephen Spach,ARI,28,15,11,17,7,40,5.7,0,14,0.5,2.7,0
303,Maurice Stovall,TAM,25,12,1,9,7,81,11.6,1,38,0.6,6.8,0
304,Derrick Ward,HOU,30,16,0,11,7,61,8.7,0,12,0.4,3.8,0
305,Danny Ware,NYG,25,14,0,9,7,67,9.6,0,18,0.5,4.8,0
306,Dezmon Briscoe,TAM,21,2,0,7,6,93,15.5,1,54,3.0,46.5,0
307,Alge Crumpler,NWE,33,16,10,10,6,52,8.7,2,27,0.4,3.3,0
308,Eric Decker,DEN,23,14,0,8,6,106,17.7,1,38,0.4,7.6,3
309,Kevin Faulk,NWE,34,2,2,10,6,62,10.3,0,21,3.0,31.0,0
310,Mardy Gilyard,STL,24,11,2,16,6,63,10.5,0,21,0.5,5.7,1
311,Mike Hart,IND,24,7,1,6,6,25,4.2,0,10,0.9,3.6,0
312,Brandon James,IND,23,3,0,11,6,40,6.7,0,17,2.0,13.3,0
