
1160,D.J. Williams,GNB,24,13,2,,,,,,,,,,,,0,3,
1161,D.J. Williams,DEN,30,7,1,,0,0,0,0,1,,,,,,10,4,
1162,Dan Williams,ARI,25,15,11,,0,0,0,0,1,0,0,1,0,0,33,11,
1163,DeAngelo Williams,CAR,29,16,10,,,,,,,0,2,0,0,0,1,0,
1164,Demorrio Williams,SDG,32,14,3,,2,90,2,59,3,1,0,0,0,0,40,11,
1165,Ian Williams,SFO,23,3,0,,,,,,,,,,,,3,0,
1166,Jacquian Williams,NYG,24,10,3,1.0,0,0,0,0,2,,,,,,21,9,
1167,Jason Williams,2TM,26,7,0,,,,,,,,,,,,1,0,
1168,Kevin Williams,MIN,32,16,16,2.0,0,0,0,0,7,0,0,2,0,0,19,11,
1169,Kyle Williams,SFO,24,11,3,,,,,,,0,1,1,0,0,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1170,Kyle Williams*,BUF,29,16,16,5.0,0,0,0,0,2,,,,,,27,19,
1171,Madieu Williams,WAS,31,16,16,1.0,1,24,1,24,6,,,,,,66,33,
1172,Malcolm Williams,NWE,25,2,0,,,,,,,,,,,,1,1,
1173,Mario Williams,BUF,27,16,16,10.5,0,0,0,0,4,2,0,2,0,0,37,9,
1174,Mike Williams,TAM,25,16,16,,,,,,,,,,,,2,0,
1175,Tramon Williams,GNB,29,16,16,,2,38,0,38,15,,,,,,52,9,
1176,Matt Willis,DEN,28,15,0,,,,,,,,,,,,7,0,
1177,Patrick Willis*+,SFO,27,16,16,0.5,2,2,0,2,9,2,0,1,3,0,88,32,
1178,Adrian Wilson,ARI,33,15,14,3.0,1,-2,0,-2,5,1,0,0,0,0,39,15,
1179,C.J. Wilson,GNB,25,11,7,2.5,0,0,0,0,1,,,,,,15,9,
1180,Chris Wilson,WAS,30,16,0,0.5,,,,,,,,,,,9,3,
1181,George Wilson,BUF,31,16,16,,0,0,0,0,5,,,,,,79,25,
1182,Jimmy Wilson,MIA,26,15,4,2.0,0,0,0,0,4,1,0,0,0,0,35,5,
1183,Josh Wilson,WAS,27,16,16,1.0,2,8,0,7,13,3,0,2,30,1,54,20,
1184,Kyle Wilson,NYJ,25,16,15,,1,5,0,5,4,1,1,1,0,0,41,7,
1185,Martez Wilson,NOR,24,16,0,3.0,0,0,0,0,2,1,0,1,0,0,14,5,
1186,Russell Wilson*,SEA,24,16,16,,,,,,,0,6,3,-9,0,,,
1187,Tavon Wilson,NWE,22,16,4,,4,87,0,45,6,0,0,2,0,0,25,11,
1188,Kamerion Wimbley,TEN,29,16,16,6.0,,,,,,1,0,1,2,0,16,14,
1189,Antoine Winfield,MIN,35,16,15,0.5,3,37,0,31,12,0,0,1,0,0,72,29,
1190,Billy Winn,CLE,23,16,10,1.0,1,0,0,0,3,0,0,2,35,0,19,7,
1191,Eric Winston,KAN,29,16,16,,,,,,,0,0,1,0,0,,,
1192,Will Witherspoon,TEN,32,14,5,1.0,1,40,1,40,2,1,0,0,0,0,29,18,
1193,Derek Wolfe,DEN,22,16,16,6.0,0,0,0,0,2,,,,,,26,14,
1194,Eric Wood,BUF,26,14,14,,,,,,,0,0,1,0,0,,,
1195,LaMarr Woodley,PIT,28,13,13,4.0,1,11,0,11,1,1,0,1,0,0,27,11,
1196,Al Woods,PIT,25,12,0,,,,,,,,,,,,1,2,
1197,Charles Woodson,GNB,36,7,7,1.5,1,0,0,0,5,1,0,0,0,0,25,13,
1198,Wesley Woodyard,DEN,26,15,14,5.5,3,40,0,25,6,1,0,1,12,0,70,44,
1199,Corey Wootton,CHI,25,16,7,7.0,0,0,0,0,1,2,0,0,0,0,20,7,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1200,Jason Worilds,PIT,24,16,3,5.0,0,0,0,0,2,,,,,,18,4,
1201,Doug Worthington,WAS,25,6,0,,0,0,0,0,1,,,,,,2,1,
1202,Jerel Worthy,GNB,22,14,4,2.5,,,,,,1,0,0,0,0,11,3,
1203,Eric Wright,TAM,27,10,10,,1,60,1,60,8,0,0,1,0,0,33,4,
1204,K.J. Wright,SEA,23,15,15,1.0,1,24,0,24,5,1,0,0,0,0,68,30,
1205,Major Wright,CHI,24,16,16,,4,45,1,45,8,1,0,2,0,0,52,19,
1206,Shareece Wright,SDG,25,10,0,,0,0,0,0,2,1,0,0,0,0,17,0,
1207,Jarius Wynn,TEN,26,7,0,2.0,0,0,0,0,1,,,,,,6,0,
1208,T.J. Yates,HOU,25,4,0,,,,,,,0,2,1,0,0,,,
1209,Darrel Young,WAS,25,16,8,,,,,,,0,0,1,0,0,1,3,
1210,Titus Young,DET,23,10,8,,,,,,,,,,,,1,0,
1211,Usama Young,CLE,27,13,11,1.5,3,44,0,44,7,0,0,1,2,0,37,16,
1212,Willie Young,DET,27,16,0,,0,0,0,0,1,,,,,,7,4,
1213,Christian Yount,CLE,24,16,0,,,,,,,,,,,,1,0,
1214,Dave Zastudil,ARI,34,16,0,,,,,,,,,,,,3,0,
1215,Tom Zbikowski,IND,27,11,11,1.0,1,20,0,20,5,0,1,0,0,0,27,11,
1216,Frank Zombo,GNB,25,7,0,,,,,,,,,,,,5,3,
1217,Jeremy Zuttah,TAM,26,16,16,,,,,,,0,0,1,0,0,,,
