
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1141,Bryan Scott,BUF,30,16,7,1.0,2,43,1,43,6,0,0,1,0,0,51,15,
1142,Darell Scott,STL,25,13,0,,,,,,,,,,,,12,6,
1143,Darrion Scott,WAS,30,7,0,,,,,,,,,,,,2,2,
1144,Jake Scott,TEN,30,16,16,,,,,,,0,0,2,0,0,1,0,
1145,Jonathan Scott,PIT,28,13,5,,,,,,,,,,,,1,0,
1146,Trevor Scott,OAK,27,16,0,,,,,,,,,,,,6,1,
1147,Da'Norris Searcy,BUF,23,16,3,,1,0,0,0,1,,,,,,26,8,
1148,Mike Sellers,WAS,36,12,0,,,,,,,,,,,,4,2,
1149,George Selvie,2TM,24,11,0,0.5,,,,,,0,0,2,0,0,7,2,
1150,Andrew Sendejo,MIN,24,3,0,,,,,,,,,,,,0,1,
1151,Lyle Sendlein,ARI,27,16,16,,,,,,,0,0,2,0,0,3,1,
1152,Jordan Senn,CAR,27,16,7,,1,21,0,21,2,3,0,0,0,0,43,28,
1153,Gerald Sensabaugh,DAL,28,16,16,,2,11,0,11,3,2,0,2,0,0,61,14,
1154,Clint Session,JAX,27,9,6,1.0,,,,,,1,0,0,10,0,19,11,
1155,Richard Seymour*,OAK,32,16,15,6.0,0,0,0,0,3,,,,,,23,6,
1156,Scott Shanle,NOR,32,16,15,1.0,1,12,0,12,5,1,0,0,0,0,43,26,
1157,Darryl Sharpton,HOU,23,8,0,,,,,,,,,,,,9,0,
1158,Matt Shaughnessy,OAK,25,3,3,1.0,,,,,,,,,,,6,1,
1159,Tim Shaw,TEN,27,16,0,,,,,,,,,,,,9,4,
1160,Jabaal Sheard,CLE,22,16,16,8.5,0,0,0,0,2,5,0,1,5,0,40,15,
1161,Cameron Sheffield,KAN,23,16,1,,,,,,,,,,,,5,2,
1162,Kelvin Sheppard,BUF,23,16,9,,0,0,0,0,1,0,0,1,0,0,46,24,1
1163,Lito Sheppard,OAK,30,9,7,1.0,0,0,0,0,4,,,,,,40,3,
1164,Malcolm Sheppard,TEN,23,13,1,,,,,,,,,,,,7,1,
1165,Marcus Sherels,MIN,24,16,3,1.0,0,0,0,0,3,,,,,,21,6,
1166,Anthony Sherman,ARI,23,15,7,,,,,,,,,,,,6,2,
1167,Richard Sherman,SEA,23,16,10,,4,45,0,33,17,1,0,0,0,0,47,8,
1168,Derek Sherrod,GNB,22,5,0,,,,,,,,,,,,1,0,
1169,Sam Shields,GNB,24,15,7,,4,68,0,60,13,1,0,0,0,0,38,4,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1170,Jason Shirley,CAR,26,4,0,2.5,,,,,,1,0,0,0,0,2,2,
1171,Cecil Shorts,JAX,24,10,0,,,,,,,,,,,,2,0,
1172,Lawrence Sidbury,ATL,25,16,0,4.0,,,,,,,,,,,9,2,
1173,Mana Silva,DAL,23,2,0,,,,,,,,,,,,1,0,
1174,Ricardo Silva,DET,23,4,0,,,,,,,,,,,,0,1,
1175,Jerome Simpson,CIN,25,16,14,,,,,,,1,0,1,0,0,2,0,
1176,Ernie Sims,IND,27,13,4,,0,0,0,0,1,,,,,,32,29,
1177,Eugene Sims,STL,25,16,0,,0,0,0,0,1,,,,,,9,3,
1178,Pat Sims,CIN,26,11,1,1.0,,,,,,,,,,,11,8,
1179,Rob Sims,DET,28,16,16,,,,,,,0,0,1,0,0,1,0,
1180,Mike Sims-Walker,2TM,27,6,4,,,,,,,,,,,,2,0,
1181,John Skelton,ARI,23,8,7,,,,,,,0,4,2,-10,0,,,
1182,Buster Skrine,CLE,22,16,0,,1,5,0,5,2,,,,,,14,4,
1183,Dan Skuta,CIN,25,16,3,0.5,,,,,,1,0,0,0,0,16,15,
1184,Matt Slater*,NWE,26,16,3,,,,,,,1,1,0,0,0,8,7,
1185,Matt Slauson,NYJ,25,16,16,,,,,,,0,0,1,1,1,,,
1186,Aaron Smith,PIT,35,4,4,,,,,,,,,,,,3,5,
1187,Aldon Smith,SFO,22,16,0,14.0,0,0,0,0,4,2,0,1,0,0,31,6,1
1188,Alex Smith,CLE,29,14,4,,,,,,,0,0,1,0,0,1,0,
1189,Alex Smith,SFO,27,16,16,,,,,,,0,7,4,0,0,1,0,
1190,Alfonso Smith,ARI,24,15,0,,,,,,,,,,,,3,0,
1191,Alphonso Smith,DET,26,11,1,,3,64,1,30,6,1,0,1,0,0,22,2,
1192,Andre Smith,CIN,24,14,14,,,,,,,0,0,1,0,0,2,0,
1193,Anthony Smith,TEN,28,13,0,,0,0,0,0,2,,,,,,11,0,
1194,Antonio Smith*,HOU,30,16,16,6.5,0,0,0,0,3,1,0,0,0,0,19,6,
1195,Armond Smith,CLE,25,3,0,,,,,,,,,,,,0,1,
1196,Brad Smith,BUF,28,15,5,,,,,,,,,,,,3,1,
1197,Chris Smith,STL,24,3,0,,,,,,,,,,,,1,0,
1198,D.J. Smith,GNB,22,16,3,,1,11,0,11,1,,,,,,32,11,
1199,Daryl Smith,JAX,29,16,16,3.5,1,25,0,25,8,2,0,0,0,0,74,33,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1200,Eric Smith,NYJ,28,16,14,2.5,1,2,0,2,4,0,0,1,0,0,66,23,
1201,Jimmy Smith,BAL,23,12,3,,2,48,0,32,9,0,1,0,0,0,20,0,
1202,Justin Smith*+,SFO,32,16,16,7.5,0,0,0,0,2,3,0,1,0,0,45,13,
1203,Lee Smith,BUF,24,10,3,,,,,,,,,,,,2,0,
1204,Malcolm Smith,SEA,22,12,0,1.0,,,,,,1,0,0,0,0,10,6,
1205,Reggie Smith,SFO,25,16,0,,1,11,0,11,3,0,1,0,0,0,15,0,
1206,Sean Smith,MIA,24,16,16,,2,7,0,7,8,,,,,,52,10,
1207,Shaun Smith,TEN,30,15,6,1.0,,,,,,,,,,,17,8,
1208,Steve Smith*,CAR,32,16,16,,,,,,,0,3,0,0,0,5,0,
1209,Steve Smith,PHI,26,9,1,,,,,,,0,1,0,0,0,2,0,
1210,Torrey Smith,BAL,22,16,14,,,,,,,0,1,0,0,0,2,0,
1211,Tyron Smith,DAL,21,16,16,,,,,,,,,,,,2,0,
1212,Wade Smith,HOU,30,16,16,,,,,,,0,0,2,0,1,2,0,
1213,Will Smith,NOR,30,14,14,6.5,0,0,0,0,1,2,0,0,0,0,22,13,
1214,Willie Smith,WAS,25,4,3,,,,,,,,,,,,1,0,
1215,Chris Snee,NYG,29,15,15,,,,,,,,,,,,2,0,
1216,Jason Snelling,ATL,28,15,0,,,,,,,0,0,1,0,0,3,3,
1217,Justin Snow,IND,35,16,0,,,,,,,,,,,,0,2,
1218,Adam Snyder,SFO,29,16,13,,,,,,,,,,,,1,0,
1219,Vic So'oto,GNB,24,7,0,1.0,,,,,,,,,,,6,1,
1220,Nate Solder,NWE,23,16,13,,,,,,,,,,,,1,0,
1221,Paul Soliai*,MIA,28,16,12,,0,0,0,0,2,,,,,,19,8,
1222,Isaac Sopoaga,SFO,30,15,15,,,,,,,0,0,1,0,0,20,11,
1223,Stephen Spach,STL,29,10,1,,,,,,,,,,,,1,0,
1224,Matt Spaeth,CHI,28,15,8,,,,,,,0,0,1,0,0,2,0,
1225,Marcus Spears,DAL,28,16,5,1.0,0,0,0,0,2,,,,,,13,3,
1226,Anthony Spencer,DAL,27,16,15,6.0,0,0,0,0,1,4,0,0,0,0,51,15,
1227,Shawntae Spencer,SFO,29,9,0,,0,0,0,0,1,,,,,,4,1,
1228,Amari Spievey,DET,23,15,15,1.0,3,47,0,30,4,0,0,1,0,0,65,10,
1229,Brandon Spikes,NWE,24,8,6,,0,0,0,0,2,,,,,,34,22,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1230,Takeo Spikes,SDG,35,16,16,1.0,1,45,0,45,3,,,,,,64,42,
1231,C.J. Spiller,BUF,24,16,11,,,,,,,0,2,1,0,0,,,
1232,C.J. Spillman,SFO,25,16,0,,,,,,,,,,,,3,1,
1233,Austin Spitler,MIA,25,16,0,,,,,,,0,0,1,0,0,1,1,
1234,Darren Sproles,NOR,28,16,4,,,,,,,0,1,0,0,0,1,0,
1235,Micheal Spurlock,TAM,28,12,0,,,,,,,,,,,,2,0,
1236,Matthew Stafford,DET,23,16,16,,,,,,,0,5,1,-4,0,,,
1237,Joe Staley*,SFO,27,16,16,,,,,,,,,,,,1,0,
1238,Donte' Stallworth,WAS,31,11,0,,,,,,,,,,,,1,0,
1239,R.J. Stanford,CAR,23,13,0,,1,53,0,53,1,,,,,,9,4,
1240,James Starks,GNB,25,13,2,,,,,,,0,2,1,0,0,,,
1241,Max Starks,PIT,29,12,12,,,,,,,,,,,,1,0,
1242,Randy Starks,MIA,28,16,15,4.5,2,21,0,18,4,,,,,,28,6,
1243,Craig Steltz,CHI,25,16,5,1.0,,,,,,2,0,0,0,0,32,11,
1244,Emmanuel Stephens,CLE,24,11,3,,,,,,,,,,,,9,8,
1245,LaRod Stephens-Howling,ARI,24,14,1,,,,,,,,,,,,1,1,
1246,Craig Stevens,TEN,27,15,11,,,,,,,,,,,,1,0,
1247,Darian Stewart,STL,23,15,13,3.0,1,27,1,27,11,2,0,0,0,0,60,17,
1248,David Stewart,TEN,29,15,15,,,,,,,,,,,,2,0,
1249,Jonathan Stewart,CAR,24,16,3,,,,,,,0,1,0,0,0,1,0,
1250,Luke Stocker,TAM,23,14,9,,,,,,,,,,,,1,0,
1251,Maurice Stovall,DET,26,15,0,,,,,,,,,,,,7,0,
1252,Donald Strickland,NYJ,31,15,1,1.0,0,0,0,0,5,,,,,,34,5,
1253,Sammie Stroughter,TAM,25,6,0,,,,,,,0,1,0,0,0,1,1,
1254,Chansi Stuckey,ARI,28,9,0,,,,,,,0,1,0,0,0,1,0,
1255,Darrell Stuckey,SDG,24,14,0,,,,,,,,,,,,0,3,
1256,Andy Studebaker,KAN,26,16,5,,,,,,,1,0,1,-1,0,3,8,
1257,Terrell Suggs*+,BAL,29,16,16,14.0,2,9,0,9,6,7,0,0,0,0,50,20,
1258,Ndamukong Suh,DET,24,14,14,4.0,0,0,0,0,1,,,,,,26,13,
1259,Shaun Suisham,PIT,30,16,0,,,,,,,,,,,,2,3,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1260,Nick Sundberg,WAS,24,16,0,,,,,,,,,,,,0,1,
1261,Stevenson Sylvester,PIT,23,15,1,,,,,,,1,0,0,0,0,0,3,
1262,Aqib Talib,TAM,25,13,13,,2,55,2,28,11,1,0,0,0,0,31,4,
1263,Ronald Talley,ARI,25,6,0,,,,,,,,,,,,1,1,
1264,Phillip Tanner,DAL,23,10,0,,,,,,,,,,,,0,2,
1265,Darryl Tapp,PHI,27,12,2,2.5,0,0,0,0,2,1,0,0,0,0,19,8,
1266,Jeff Tarpinian,NWE,24,7,1,,,,,,,,,,,,3,2,
1267,Brandon Tate,CIN,24,16,0,,,,,,,0,3,1,0,0,,,
1268,Golden Tate,SEA,23,16,5,,,,,,,0,1,0,0,0,1,0,
1269,Chester Taylor,ARI,32,12,1,,,,,,,0,0,1,0,0,,,
1270,Ike Taylor,PIT,31,16,16,,2,29,0,29,14,,,,,,34,10,
1271,Jason Taylor,MIA,37,16,2,7.0,0,0,0,0,2,1,0,0,0,0,13,5,
1272,Phil Taylor,CLE,23,16,16,4.0,0,0,0,0,1,1,0,0,0,0,37,22,
1273,Ryan Taylor,GNB,24,15,0,,,,,,,,,,,,5,2,
1274,Daniel Te'o-Nesheim,TAM,25,1,0,,,,,,,,,,,,1,0,
1275,Tim Tebow,DEN,24,14,11,,,,,,,0,14,3,-4,0,,,
1276,Martin Tevaseu,NYJ,24,5,0,,,,,,,,,,,,0,1,
1277,Bryan Thomas,NYJ,32,4,3,,0,0,0,0,1,,,,,,10,4,
1278,Cam Thomas,SDG,25,16,2,4.0,0,0,0,0,1,,,,,,13,6,
1279,Daniel Thomas,MIA,24,13,2,,,,,,,0,2,0,0,0,1,1,
1280,Devin Thomas,NYG,25,16,0,,,,,,,1,0,2,0,0,0,1,
1281,Earl Thomas*,SEA,22,16,16,,2,19,0,11,6,1,0,2,0,0,69,29,
1282,Joe Thomas*+,CLE,27,16,16,,,,,,,0,0,3,0,0,1,1,
1283,Josh Thomas,CAR,22,10,0,,,,,,,0,0,1,0,0,1,0,
1284,Juqua Thomas,PHI,33,12,0,1.5,0,0,0,0,5,0,0,2,103,2,9,1,
1285,Kevin Thomas,IND,25,9,5,,0,0,0,0,3,,,,,,20,13,
1286,Marcus Thomas,DEN,26,12,11,,0,0,0,0,1,0,0,1,0,0,29,14,
1287,Mike Thomas,JAX,24,15,13,,,,,,,0,1,0,0,0,1,1,
1288,Pierre Thomas,NOR,27,16,7,,,,,,,0,2,0,0,0,2,0,
1289,Brandyn Thompson,WAS,22,6,0,,,,,,,0,0,1,0,0,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1290,Walter Thurmond,SEA,24,6,3,,0,0,0,0,2,1,0,0,0,0,7,5,
1291,Charles Tillman*,CHI,30,16,16,1.0,3,66,2,44,12,3,0,2,4,0,82,17,
1292,Lawrence Timmons,PIT,25,16,16,2.0,1,0,0,0,5,1,0,0,0,0,68,25,
1293,Matt Toeaina,CHI,27,12,12,,,,,,,,,,,,11,5,
1294,Mike Tolbert,SDG,26,15,1,,,,,,,0,2,0,0,0,13,2,
1295,Dave Tollefson,NYG,30,16,2,5.0,0,0,0,0,1,1,0,1,0,0,13,8,
1296,LaDainian Tomlinson,NYJ,32,14,1,,,,,,,,,,,,1,0,
1297,Manase Tonga,OAK,27,11,3,,,,,,,,,,,,1,0,
1298,Ryan Torain,WAS,25,9,4,,,,,,,0,1,1,0,0,1,0,
1299,Leigh Torrence,NOR,29,13,0,1.0,1,42,1,42,3,,,,,,17,3,
1300,Patrick Trahan,CHI,25,5,0,,,,,,,,,,,,1,0,
1301,Justin Trattou,NYG,23,6,0,,,,,,,,,,,,0,1,
1302,Morgan Trent,3TM,26,12,2,,2,17,0,22,4,0,0,1,0,0,12,7,
1303,Kiante Tripp,CLE,24,3,0,,,,,,,,,,,,0,1,
1304,Torell Troup,BUF,23,6,0,,,,,,,,,,,,6,2,
1305,Isaiah Trufant,NYJ,29,13,0,,,,,,,,,,,,0,2,
1306,Marcus Trufant,SEA,31,4,4,,1,15,0,15,3,,,,,,20,3,
1307,Jason Trusnik,MIA,27,16,0,,,,,,,,,,,,15,3,
1308,Justin Tryon,2TM,27,6,0,,0,0,0,0,2,,,,,,6,2,
1309,Justin Tuck,NYG,28,12,11,5.0,0,0,0,0,4,1,0,0,0,0,26,11,
1310,Will Tukuafu,SFO,27,4,0,,,,,,,0,0,1,12,0,2,0,
1311,Stephen Tulloch,DET,26,16,16,3.0,2,9,0,9,7,1,0,3,4,1,84,27,
1312,Matt Turk,2TM,43,9,0,,,,,,,0,2,2,-22,0,2,0,
1313,Patrick Turner,NYJ,24,15,1,,,,,,,,,,,,0,3,
1314,Lawrence Tynes,NYG,33,16,0,,,,,,,,,,,,1,0,
1315,Osi Umenyiora,NYG,30,9,7,9.0,0,0,0,0,1,2,0,0,0,0,16,9,
1316,Tiquan Underwood,NWE,24,6,0,,,,,,,,,,,,1,0,
1317,Max Unger,SEA,25,15,15,,,,,,,0,2,0,-14,0,1,0,
1318,Mitch Unrein,DEN,24,14,0,,,,,,,,,,,,6,2,
1319,Kraig Urbik,BUF,26,13,13,,,,,,,,,,,,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1320,Brian Urlacher*,CHI,33,16,16,,3,7,0,8,6,0,0,2,29,1,84,18,
1321,DeMarcus Van Dyke,OAK,22,14,4,,1,2,0,2,4,0,0,1,0,0,12,1,
1322,Kyle Vanden Bosch,DET,33,16,16,8.0,,,,,,4,0,1,0,0,26,9,
1323,Louis Vasquez,SDG,24,14,14,,,,,,,,,,,,1,0,
1324,Josh Vaughan,CAR,25,7,0,,,,,,,,,,,,7,2,
1325,Cassius Vaughn,DEN,24,9,3,,1,55,1,55,4,0,0,1,0,0,16,4,
1326,Jared Veldheer,OAK,24,16,16,,,,,,,,,,,,3,0,
1327,Winston Venable,CHI,24,12,0,,,,,,,,,,,,0,3,
1328,Raymond Ventrone,CLE,25,14,0,,,,,,,,,,,,3,0,
1329,Ross Ventrone,NWE,25,8,0,,,,,,,,,,,,2,0,
1330,Shane Vereen,NWE,22,5,0,,,,,,,,,,,,0,1,
1331,Alterraun Verner,TEN,23,16,3,,1,4,0,4,7,,,,,,40,6,
1332,Michael Vick,PHI,31,13,13,,,,,,,0,10,4,-2,0,1,0,
1333,Lawrence Vickers,HOU,28,14,1,,,,,,,,,,,,2,0,
1334,Kevin Vickerson,DEN,28,5,4,,,,,,,,,,,,3,1,
1335,Jonathan Vilma,NOR,29,11,11,,0,0,0,0,3,1,0,4,0,1,36,18,
1336,Sebastian Vollmer,NWE,27,6,5,,,,,,,,,,,,2,0,
1337,Cameron Wake,MIA,29,16,14,8.5,0,0,0,0,3,,,,,,37,5,
1338,Erik Walden,GNB,26,16,15,3.0,0,0,0,0,3,1,0,1,5,1,41,19,
1339,Delanie Walker,SFO,27,15,7,,,,,,,0,1,2,0,0,7,1,
1340,Frank Walker,DAL,30,14,0,,1,5,0,5,3,,,,,,17,8,
1341,Reggie Walker,ARI,25,16,0,,,,,,,,,,,,11,5,
1342,Vance Walker,ATL,24,16,0,2.0,,,,,,1,0,1,0,0,13,5,
1343,Mike Wallace*,PIT,25,16,14,,,,,,,0,1,0,0,0,2,0,
1344,Darrin Walls,ATL,23,5,0,,1,23,0,23,2,,,,,,1,0,
1345,Kevin Walter,HOU,30,15,14,,,,,,,0,0,1,0,0,2,0,
1346,J.D. Walton,DEN,24,16,16,,,,,,,,,,,,1,0,
1347,Hines Ward,PIT,35,15,9,,,,,,,0,1,0,0,0,1,0,
1348,T.J. Ward,CLE,25,8,8,1.0,0,0,0,0,3,1,0,0,0,0,27,10,
1349,DeMarcus Ware*+,DAL,29,16,16,19.5,0,0,0,0,2,2,0,1,0,0,47,11,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1350,Gerard Warren,NWE,33,12,0,1.0,,,,,,0,0,1,0,0,8,4,
1351,Greg Warren,PIT,30,16,0,,,,,,,,,,,,0,1,
1352,Daryl Washington,ARI,25,15,14,5.0,2,16,0,16,7,,,,,,94,12,
1353,Donald Washington,KAN,25,12,3,,0,0,0,0,2,1,0,0,0,0,18,5,
1354,Leon Washington,SEA,29,16,1,,,,,,,0,2,1,0,0,1,1,
1355,Nate Washington,TEN,28,16,15,,,,,,,,,,,,1,0,
1356,Ben Watson,CLE,31,13,11,,,,,,,,,,,,2,0,
1357,Dekoda Watson,TAM,23,14,2,1.0,0,0,0,0,2,1,0,1,7,1,14,2,
1358,J.J. Watt,HOU,22,16,16,5.5,0,0,0,0,4,0,0,2,2,0,48,8,
1359,Reggie Wayne,IND,33,16,16,,,,,,,,,,,,4,0,
1360,Steve Weatherford,NYG,29,16,0,,,,,,,,,,,,4,0,
1361,Sean Weatherspoon,ATL,24,16,16,4.0,0,0,0,0,8,0,0,1,0,0,86,39,
1362,J'Marcus Webb,CHI,23,16,16,,,,,,,,,,,,1,0,
1363,Lardarius Webb,BAL,26,16,15,1.0,5,81,1,73,21,1,2,2,0,0,59,15,
1364,Corey Webster,NYG,29,16,16,,6,71,0,25,16,1,0,0,0,0,43,8,
1365,Eric Weddle*+,SDG,26,16,16,,7,89,0,26,12,,,,,,70,18,
1366,Eric Weems,ATL,26,16,2,,,,,,,,,,,,10,2,
1367,Wes Welker*+,NWE,30,16,15,,,,,,,0,2,0,0,0,1,1,
1368,Beanie Wells,ARI,23,15,14,,,,,,,0,4,1,0,0,3,0,
1369,John Wendling,DET,28,16,1,,,,,,,,,,,,20,5,
1370,Byron Westbrook,WAS,26,15,0,,0,0,0,0,3,1,0,0,0,0,16,4,
1371,Jamaal Westerman,NYJ,26,16,3,3.5,,,,,,1,0,1,0,0,23,9,
1372,Philip Wheeler,IND,27,13,11,1.0,,,,,,,,,,,43,37,
1373,Guy Whimper,JAX,28,15,15,,,,,,,,,,,,1,0,
1374,Chris White,BUF,22,7,0,,,,,,,1,0,0,0,0,8,0,
1375,Johnny White,BUF,23,12,0,,,,,,,,,,,,5,0,
1376,Roddy White*,ATL,30,16,16,,,,,,,,,,,,2,0,
1377,Tracy White,NWE,30,15,1,,0,0,0,0,1,,,,,,27,10,
1378,Charlie Whitehurst,SEA,29,3,2,,,,,,,0,2,1,0,0,,,
1379,Donte Whitner,SFO,26,15,15,,2,48,0,48,10,1,0,3,3,0,49,13,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1380,Andrew Whitworth,CIN,30,16,16,,,,,,,,,,,,1,0,
1381,Casey Wiegmann,KAN,38,16,16,,,,,,,0,0,2,0,0,1,0,
1382,Vince Wilfork*,NWE,30,16,16,3.5,2,47,0,28,3,1,0,2,0,1,29,23,
1383,Jonathan Wilhite,DEN,27,15,2,2.0,1,2,0,2,2,,,,,,23,3,
1384,Muhammad Wilkerson,NYJ,22,16,16,3.0,0,0,0,0,2,1,0,0,0,0,35,14,1
1385,Aaron Williams,BUF,21,9,6,,1,0,0,0,5,1,0,0,0,0,27,5,
1386,Bobbie Williams,CIN,35,9,9,,,,,,,,,,,,0,1,
1387,Brian Williams,NYG,32,4,0,,,,,,,,,,,,1,0,
1388,Cary Williams,BAL,27,16,11,,0,0,0,0,16,2,0,0,0,0,63,21,
1389,Chavis Williams,BAL,22,5,0,,,,,,,,,,,,0,1,
1390,Corey Williams,DET,31,15,15,2.0,0,0,0,0,1,,,,,,20,11,
1391,D.J. Williams,GNB,23,13,0,,,,,,,,,,,,2,0,
1392,D.J. Williams,DEN,29,13,13,5.0,0,0,0,0,2,2,0,1,0,0,70,20,
1393,Dan Williams,ARI,24,10,10,,0,0,0,0,2,,,,,,14,6,
1394,DeAngelo Williams,CAR,28,16,14,,,,,,,,,,,,1,0,
1395,Demorrio Williams,KAN,31,12,0,,,,,,,,,,,,14,4,
1396,Edwin Williams,CHI,25,15,7,,,,,,,0,0,1,0,1,,,
1397,Jabara Williams,2TM,22,7,0,,,,,,,,,,,,1,1,
1398,Jacquian Williams,NYG,23,16,2,1.0,0,0,0,0,5,1,0,3,0,0,58,20,
1399,Jason Williams,CAR,25,14,2,,,,,,,1,0,0,0,0,9,8,
1400,Keiland Williams,DET,25,15,0,,,,,,,0,2,0,0,0,0,1,
1401,Kevin Williams,MIN,31,14,14,5.0,0,0,0,0,2,1,0,0,0,0,25,13,
1402,Kyle Williams,SFO,23,13,1,,,,,,,0,2,1,0,0,,,
1403,Kyle Williams,BUF,28,5,5,,0,0,0,0,1,,,,,,4,5,
1404,LaQuan Williams,BAL,23,12,0,,,,,,,1,2,1,0,0,0,1,
1405,Madieu Williams,SFO,30,15,3,,,,,,,,,,,,6,3,
1406,Mario Williams,HOU,26,5,5,5.0,0,0,0,0,1,1,0,0,0,0,10,1,
1407,Mike Williams,SEA,27,12,10,,,,,,,,,,,,2,0,
1408,Mike Williams,TAM,24,16,15,,,,,,,0,2,0,0,0,5,0,
1409,Ricky Williams,BAL,34,16,0,,,,,,,0,2,0,0,0,1,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1410,Roy Williams,CHI,30,15,9,,,,,,,,,,,,2,0,
1411,Thomas Williams,CAR,27,7,2,,0,0,0,0,2,,,,,,11,2,
1412,Tramon Williams,GNB,28,15,15,,4,92,1,43,19,0,0,1,0,0,53,11,
1413,Trent Williams,WAS,23,10,10,,,,,,,,,,,,2,0,
1414,Matt Willis,DEN,27,16,0,,,,,,,0,2,3,0,0,6,0,
1415,Patrick Willis*+,SFO,26,13,13,2.0,1,10,0,10,13,4,0,2,0,0,74,23,
1416,Adrian Wilson*,ARI,32,16,16,,1,17,0,17,14,1,0,0,0,0,48,17,
1417,C.J. Wilson,GNB,24,16,2,,,,,,,,,,,,20,6,
1418,George Wilson,BUF,30,13,13,,4,26,0,12,6,2,0,1,0,0,78,28,
1419,Gibril Wilson,CIN,30,16,1,,,,,,,1,0,1,0,0,21,12,
1420,Jimmy Wilson,MIA,25,15,1,,1,5,0,5,5,1,0,0,0,0,13,3,
1421,Josh Wilson,WAS,26,16,16,,2,0,0,0,15,1,0,1,4,0,48,14,
1422,Kris Wilson,BAL,30,15,0,,,,,,,,,,,,4,0,
1423,Kyle Wilson,NYJ,24,16,6,,2,13,0,10,6,,,,,,34,6,
1424,Martez Wilson,NOR,23,13,1,1.0,,,,,,1,0,0,0,0,7,3,
1425,Tracy Wilson,NYJ,22,5,0,,,,,,,,,,,,0,2,
1426,Kamerion Wimbley,OAK,28,16,16,7.0,1,73,0,73,3,,,,,,52,11,
1427,Antoine Winfield,MIN,34,5,5,1.0,1,3,0,3,1,1,0,0,0,0,34,6,
