
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
68,DeAndre Hopkins,HOU,21,16,16,91,52,802,15.4,2,66,3.3,50.1,1
69,Steve Johnson,BUF,27,12,12,101,52,597,11.5,3,45,4.3,49.8,1
70,LeSean McCoy*+,PHI,25,16,16,64,52,539,10.4,2,70,3.3,33.7,1
71,Jacquizz Rodgers,ATL,23,15,4,63,52,341,6.6,2,22,3.5,22.7,1
72,Jared Cook,STL,26,16,13,85,51,671,13.2,5,47,3.2,41.9,1
73,Marvin Jones,CIN,23,16,3,80,51,712,14.0,10,45,3.2,44.5,0
74,Ace Sanders,JAX,22,15,4,87,51,484,9.5,1,51,3.4,32.3,0
75,Doug Baldwin,SEA,25,16,9,72,50,778,15.6,5,52,3.1,48.6,0
76,Jarrett Boykin,GNB,24,16,8,83,49,681,13.9,3,52,3.1,42.6,0
77,Marlon Brown,BAL,22,14,12,82,49,524,10.7,7,59,3.5,37.4,0
78,Garrett Graham,HOU,27,13,11,89,49,545,11.1,5,42,3.8,41.9,2
79,Brandon LaFell,CAR,27,16,16,85,49,627,12.8,5,79,3.1,39.2,1
80,Chris Ogbonnaya,CLE,27,16,7,74,48,343,7.1,2,17,3.0,21.4,2
81,Jerome Simpson,MIN,27,16,8,100,48,726,15.1,1,51,3.0,45.4,1
82,Riley Cooper,PHI,26,16,15,84,47,835,17.8,8,63,2.9,52.2,0
83,Fred Jackson,BUF,32,16,6,65,47,387,8.2,1,37,2.9,24.2,3
84,Brandon Myers,NYG,28,16,14,76,47,522,11.1,4,27,2.9,32.6,0
85,Eddie Royal,SDG,27,15,3,68,47,631,13.4,8,54,3.1,42.1,1
86,Mohamed Sanu,CIN,24,16,14,77,47,455,9.7,2,32,2.9,28.4,1
87,Shane Vereen,NWE,24,8,1,69,47,427,9.1,3,50,5.9,53.4,1
88,Jerricho Cotchery,PIT,31,16,6,76,46,602,13.1,10,36,2.9,37.6,0
89,Jermaine Gresham,CIN,25,14,14,68,46,458,10.0,4,30,3.3,32.7,3
90,Denarius Moore,OAK,25,13,10,86,46,695,15.1,5,73,3.5,53.5,0
91,Le'Veon Bell,PIT,21,13,13,66,45,399,8.9,0,43,3.5,30.7,1
92,Cordarrelle Patterson*+,MIN,22,16,6,77,45,469,10.4,4,79,2.8,29.3,0
93,Jordan Reed,WAS,23,9,4,59,45,499,11.1,3,38,5.0,55.4,0
94,Terrance Williams,DAL,24,16,8,74,44,736,16.7,5,82,2.8,46.0,2
95,Maurice Jones-Drew,JAX,28,15,15,60,43,314,7.3,0,17,2.9,20.9,1
96,Jeremy Kerley,NYJ,25,12,8,72,43,523,12.2,3,26,3.6,43.6,0
97,Andre Roberts,ARI,25,16,2,76,43,471,11.0,2,34,2.7,29.4,0
98,Davone Bess,CLE,28,14,3,86,42,362,8.6,2,20,3.0,25.9,1
99,Chris Johnson,TEN,28,16,16,52,42,345,8.2,4,66,2.6,21.6,3
100,Santana Moss,WAS,34,16,1,79,42,452,10.8,2,28,2.6,28.3,2
101,Vincent Brown,SDG,24,16,12,70,41,472,11.5,1,51,2.6,29.5,0
102,Julio Jones,ATL,24,5,5,59,41,580,14.1,2,81,8.2,116.0,2
103,Greg Little,CLE,24,16,13,99,41,465,11.3,2,47,2.6,29.1,0
104,Rishard Matthews,MIA,24,16,5,67,41,448,10.9,2,29,2.6,28.0,0
105,Brandon Pettigrew,DET,28,14,14,63,41,416,10.1,2,31,2.9,29.7,1
106,Rueben Randle,NYG,22,16,3,78,41,611,14.9,6,37,2.6,38.2,3
107,Tavon Austin,STL,22,13,3,69,40,418,10.5,4,81,3.1,32.2,4
108,Donnie Avery,KAN,29,16,14,71,40,596,14.9,2,51,2.5,37.3,1
109,Robert Woods,BUF,21,14,14,85,40,587,14.7,3,57,2.9,41.9,0
110,Cole Beasley,DAL,24,14,3,54,39,368,9.4,2,23,2.8,26.3,1
111,Nate Burleson,DET,32,9,8,55,39,461,11.8,1,47,4.3,51.2,1
112,Tyler Eifert,CIN,23,15,15,60,39,445,11.4,2,61,2.6,29.7,0
113,Andre Ellington,ARI,24,15,1,57,39,371,9.5,1,38,2.6,24.7,1
114,Rob Gronkowski,NWE,24,7,6,66,39,592,15.2,4,50,5.6,84.6,0
115,Rob Housler,ARI,25,13,10,57,39,454,11.6,1,31,3.0,34.9,1
116,Jason Avant,PHI,30,16,13,77,38,447,11.8,2,31,2.4,27.9,1
117,Kris Durham,DET,25,16,13,85,38,490,12.9,2,40,2.4,30.6,1
118,Austin Pettis,STL,25,16,6,63,38,399,10.5,4,31,2.4,24.9,1
119,Mychal Rivera,OAK,23,16,3,60,38,407,10.7,4,37,2.4,25.4,0
120,Reggie Wayne,IND,35,7,7,59,38,503,13.2,2,35,5.4,71.9,0
121,Aaron Dobson,NWE,22,12,9,72,37,519,14.0,4,81,3.1,43.3,1
122,Jacoby Jones,BAL,29,12,9,68,37,455,12.3,2,66,3.1,37.9,0
123,Lance Moore,NOR,30,13,5,54,37,457,12.4,2,44,2.8,35.2,1
124,Zach Ertz,PHI,23,16,3,57,36,469,13.0,4,38,2.3,29.3,0
125,Ted Ginn,CAR,28,16,2,68,36,556,15.4,5,47,2.3,34.8,0
126,Rashad Jennings,OAK,28,15,8,48,36,292,8.1,0,24,2.4,19.5,0
127,Marshawn Lynch*,SEA,27,16,16,44,36,316,8.8,2,55,2.3,19.8,4
128,David Nelson,NYJ,27,12,6,60,36,423,11.8,2,31,3.0,35.3,0
129,Bilal Powell,NYJ,25,16,11,57,36,272,7.6,0,36,2.3,17.0,1
130,Eddie Lacy*,GNB,22,15,15,44,35,257,7.3,0,34,2.3,17.1,1
131,Trent Richardson,2TM,22,16,10,52,35,316,9.0,1,24,2.2,19.8,3
132,Chris Givens,STL,24,16,13,83,34,569,16.7,0,47,2.1,35.6,1
133,Ben Tate,HOU,25,14,7,49,34,140,4.1,0,10,2.4,10.0,5
134,Steven Jackson,ATL,30,12,12,49,33,191,5.8,1,25,2.8,15.9,0
135,Zach Miller,SEA,28,14,12,56,33,387,11.7,5,60,2.4,27.6,0
136,C.J. Spiller,BUF,26,15,10,41,33,185,5.6,0,27,2.2,12.3,4
137,Earl Bennett,CHI,26,15,3,43,32,243,7.6,4,17,2.1,16.2,0
138,Mike Brown,JAX,24,11,6,56,32,446,13.9,2,43,2.9,40.5,2
139,John Carlson,MIN,29,13,8,48,32,344,10.8,1,30,2.5,26.5,1
140,Brent Celek,PHI,28,16,15,51,32,502,15.7,6,42,2.0,31.4,1
141,Lance Kendricks,STL,25,15,13,46,32,258,8.1,4,21,2.1,17.2,0
142,Andrew Quarless,GNB,25,16,10,53,32,312,9.8,2,22,2.0,19.5,0
143,Marcel Reece*,OAK,28,16,15,54,32,331,10.3,2,45,2.0,20.7,0
144,Kenny Stills,NOR,21,16,10,50,32,641,20.0,5,76,2.0,40.1,0
145,Kenbrell Thompkins,NWE,25,12,8,69,32,466,14.6,4,49,2.7,38.8,0
146,Dallas Clark,BAL,34,12,0,52,31,343,11.1,3,45,2.6,28.6,0
147,Randall Cobb,GNB,23,6,4,47,31,433,14.0,4,48,5.2,72.2,0
148,Roy Helu,WAS,25,16,0,42,31,251,8.1,0,28,1.9,15.7,2
149,Kellen Winslow,NYJ,30,12,3,47,31,388,12.5,2,34,2.6,32.3,0
150,Brandon Gibson,MIA,26,7,3,43,30,326,10.9,3,46,4.3,46.6,0
151,Leonard Hankerson,WAS,25,10,7,50,30,375,12.5,3,29,3.0,37.5,0
152,Kyle Rudolph,MIN,24,8,8,46,30,313,10.4,3,31,3.8,39.1,0
153,Justin Blackmon,JAX,23,4,4,48,29,415,14.3,1,67,7.3,103.8,0
154,Darrius Heyward-Bey,IND,26,16,11,64,29,309,10.7,1,27,1.8,19.3,0
155,Jerrel Jernigan,NYG,24,15,3,45,29,329,11.3,2,30,1.9,21.9,1
156,Brian Leonard,TAM,29,16,1,37,29,179,6.2,0,19,1.8,11.2,0
157,Adrian Peterson*,MIN,28,14,14,40,29,171,5.9,1,22,2.1,12.2,5
158,Jason Snelling,ATL,30,14,1,34,29,216,7.4,3,34,2.1,15.4,0
159,Logan Paulsen,WAS,26,16,14,50,28,267,9.5,3,33,1.8,16.7,2
160,Donald Brown,IND,26,16,5,35,27,214,7.9,2,33,1.7,13.4,1
161,Mike Tolbert*+,CAR,28,16,13,33,27,184,6.8,2,18,1.7,11.5,0
162,Jeff Cumberland,NYJ,26,15,12,40,26,398,15.3,4,47,1.7,26.5,0
163,Jim Dray,ARI,27,16,15,32,26,215,8.3,2,18,1.6,13.4,1
164,Ryan Mathews,SDG,26,16,14,33,26,189,7.3,1,17,1.6,11.8,2
165,Sean McGrath,KAN,26,16,9,40,26,302,11.6,2,25,1.6,18.9,0
166,Lamar Miller,MIA,22,16,15,35,26,170,6.5,0,22,1.6,10.6,1
167,Zac Stacy,STL,22,14,12,35,26,141,5.4,1,25,1.9,10.1,1
168,DeAngelo Williams,CAR,30,15,15,36,26,333,12.8,1,72,1.7,22.2,3
169,Jarius Wright,MIN,24,16,3,43,26,434,16.7,3,42,1.6,27.1,0
170,Ed Dickson,BAL,26,16,14,43,25,273,10.9,1,43,1.6,17.1,0
171,Jermichael Finley,GNB,26,6,5,34,25,300,12.0,3,52,4.2,50.0,0
172,Andre Holmes,OAK,25,10,4,52,25,431,17.2,1,40,2.5,43.1,0
173,Marcedes Lewis,JAX,29,11,11,47,25,359,14.4,4,41,2.3,32.6,1
174,Bruce Miller,SFO,26,14,13,36,25,243,9.7,0,43,1.8,17.4,1
175,Miles Austin,DAL,29,11,8,49,24,244,10.2,0,20,2.2,22.2,0
176,Owen Daniels,HOU,31,5,5,41,24,252,10.5,3,28,4.8,50.4,0
177,Clay Harbor,JAX,26,16,7,35,24,292,12.2,2,31,1.5,18.3,2
178,Stephen Hill,NYJ,22,12,11,59,24,342,14.3,1,51,2.0,28.5,1
179,Tiquan Underwood,TAM,26,12,7,46,24,440,18.3,4,85,2.0,36.7,0
180,Griff Whalen,IND,23,9,3,40,24,259,10.8,2,25,2.7,28.8,0
181,Anthony Fasano,KAN,29,9,9,33,23,200,8.7,3,20,2.6,22.2,0
182,T.J. Graham,BUF,24,16,6,58,23,361,15.7,2,47,1.4,22.6,1
183,Santonio Holmes,NYJ,29,11,11,59,23,456,19.8,1,69,2.1,41.5,0
184,Arian Foster,HOU,27,8,8,35,22,183,8.3,1,41,2.8,22.9,0
185,Darius Johnson,ATL,22,10,2,43,22,210,9.5,1,17,2.2,21.0,1
186,Jermaine Kearse,SEA,23,15,5,38,22,346,15.7,4,43,1.5,23.1,2
187,Keshawn Martin,HOU,23,16,1,40,22,253,11.5,2,32,1.4,15.8,2
188,Kerry Taylor,2TM,24,10,4,,22,229,10.4,1,17,2.2,22.9,0
189,Mike Williams,TAM,26,6,5,40,22,216,9.8,2,28,3.7,36.0,0
190,Brandon Bolden,NWE,23,12,2,29,21,152,7.2,0,18,1.8,12.7,0
191,Kevin Ogletree,2TM,26,16,2,45,21,269,12.8,2,43,1.3,16.8,0
192,Fozzy Whittaker,2TM,24,14,2,,21,155,7.4,2,35,1.5,11.1,1
193,Montee Ball,DEN,23,16,0,27,20,145,7.3,0,31,1.3,9.1,3
194,Andre Brown,NYG,27,8,8,29,20,103,5.2,0,14,2.5,12.9,3
195,Josh Morgan,WAS,28,14,7,34,20,214,10.7,0,21,1.4,15.3,2
196,Bernard Pierce,BAL,23,16,1,25,20,104,5.2,0,15,1.3,6.5,0
197,Dennis Pitta,BAL,28,4,1,33,20,169,8.5,1,18,5.0,42.3,0
198,Jacob Tamme,DEN,28,16,1,25,20,184,9.2,1,15,1.3,11.5,0
199,Luke Willson,SEA,23,16,7,28,20,272,13.6,1,39,1.3,17.0,0
200,Michael Crabtree,SFO,26,5,5,33,19,284,14.9,1,60,3.8,56.8,1
201,Tandon Doss,BAL,24,15,2,36,19,305,16.1,0,63,1.3,20.3,1
202,Ryan Griffin,HOU,23,15,8,28,19,244,12.8,1,40,1.3,16.3,0
203,Ben Watson,NOR,33,15,7,30,19,226,11.9,2,32,1.3,15.1,0
204,Joseph Fauria,DET,23,16,2,30,18,207,11.5,7,25,1.1,12.9,0
205,Stanley Havili,IND,26,13,8,21,18,128,7.1,1,20,1.4,9.8,0
206,Justin Hunter,TEN,22,14,0,42,18,354,19.7,4,57,1.3,25.3,0
207,Rashard Mendenhall,ARI,26,15,15,21,18,134,7.4,0,24,1.2,8.9,4
208,Brian Quick,STL,24,16,5,35,18,302,16.8,2,73,1.1,18.9,0
209,Aldrick Robinson,WAS,25,16,1,46,18,365,20.3,2,62,1.1,22.8,0
210,Anthony Sherman,KAN,25,16,8,24,18,155,8.6,1,26,1.1,9.7,1
211,Stedman Bailey,STL,23,16,2,25,17,226,13.3,0,28,1.1,14.1,0
212,Marquise Goodwin,BUF,23,12,1,32,17,283,16.6,3,59,1.4,23.6,1
213,Ladarius Green,SDG,23,16,10,30,17,376,22.1,3,60,1.1,23.5,0
214,Darren McFadden,OAK,26,10,7,25,17,108,6.4,0,16,1.7,10.8,1
215,Andre Caldwell,DEN,28,16,2,29,16,200,12.5,3,36,1.0,12.5,0
216,Frank Gore*,SFO,30,16,16,27,16,141,8.8,0,29,1.0,8.8,3
217,Robert Meachem,NOR,29,15,5,30,16,324,20.3,2,60,1.1,21.6,0
218,Justin Forsett,JAX,28,9,0,16,15,82,5.5,0,14,1.7,9.1,1
219,DeVier Posey,HOU,24,14,0,25,15,155,10.3,0,42,1.1,11.1,0
220,Bobby Rainey,2TM,26,15,6,,15,46,3.1,1,15,1.0,3.1,1
221,Sidney Rice,SEA,27,8,6,35,15,231,15.4,3,31,1.9,28.9,1
222,Daniel Thomas,MIA,26,15,1,17,15,63,4.2,2,16,1.0,4.2,0
223,Damian Williams,TEN,25,10,1,23,15,178,11.9,0,32,1.5,17.8,2
224,Jed Collins,NOR,27,16,8,17,14,54,3.9,0,8,0.9,3.4,0
225,Daryl Richardson,STL,23,8,3,18,14,121,8.6,0,19,1.8,15.1,0
226,Da'Rick Rogers,IND,22,5,3,23,14,192,13.7,2,69,2.8,38.4,0
227,Jordan Todman,JAX,23,16,2,26,14,116,8.3,1,30,0.9,7.3,0
228,Gary Barnidge,CLE,28,16,12,18,13,127,9.8,2,40,0.8,7.9,0
229,Jacoby Ford,OAK,26,14,1,24,13,99,7.6,0,22,0.9,7.1,4
230,Toby Gerhart,MIN,26,14,0,19,13,88,6.8,0,13,0.9,6.3,1
231,Cory Harkey,STL,23,15,10,18,13,113,8.7,2,31,0.9,7.5,0
232,Junior Hemingway,KAN,25,16,2,20,13,125,9.6,2,24,0.8,7.8,2
233,Peyton Hillis,2TM,27,7,1,,13,96,7.4,0,16,1.9,13.7,2
234,John Kuhn,GNB,31,15,6,19,13,81,6.2,0,20,0.9,5.4,2
235,Chris Owusu,TAM,23,9,4,20,13,114,8.8,0,20,1.4,12.7,0
236,Brandon Stokley,BAL,37,6,0,21,13,115,8.8,0,18,2.2,19.2,0
237,LaVon Brazill,IND,24,10,0,27,12,161,13.4,2,29,1.2,16.1,1
238,Drew Davis,ATL,24,14,0,4,12,216,18.0,2,59,0.9,15.4,0
239,Clyde Gates,NYJ,27,6,2,24,12,122,10.2,0,34,2.0,20.3,0
240,James Hanna,DAL,24,16,8,15,12,73,6.1,0,21,0.8,4.6,0
241,Andrew Hawkins,CIN,27,8,0,18,12,199,16.6,0,50,1.5,24.9,1
242,Ronnie Hillman,DEN,22,10,0,14,12,119,9.9,0,19,1.2,11.9,2
243,Michael Hoomanawanui,NWE,25,13,10,19,12,136,11.3,1,19,0.9,10.5,0
244,Doug Martin,TAM,24,6,6,24,12,66,5.5,0,13,2.0,11.0,2
245,Bear Pascoe,NYG,27,16,6,20,12,81,6.8,0,14,0.8,5.1,0
246,Kyle Williams,2TM,25,10,5,,12,113,9.4,0,16,1.2,11.3,2
247,Tommy Bohanon,NYJ,23,16,8,16,11,69,6.3,0,21,0.7,4.3,0
248,Kenny Britt,TEN,25,12,3,35,11,96,8.7,0,15,0.9,8.0,0
249,Jaron Brown,ARI,23,16,0,17,11,140,12.7,1,32,0.7,8.8,0
250,Knile Davis,KAN,22,16,1,15,11,75,6.8,0,17,0.7,4.7,3
251,Chase Ford,MIN,23,9,0,16,11,133,12.1,0,37,1.2,14.8,0
252,Vonta Leach,BAL,32,16,7,20,11,47,4.3,1,12,0.7,2.9,1
253,Erik Lorig,TAM,27,15,9,14,11,47,4.3,0,20,0.7,3.1,0
254,Isaiah Pead,STL,24,10,0,15,11,78,7.1,0,14,1.1,7.8,0
255,Da'Rel Scott,NYG,25,5,1,19,11,102,9.3,1,23,2.2,20.4,0
256,Levine Toilolo,ATL,22,16,3,15,11,55,5.0,2,12,0.7,3.4,0
257,Chris Hogan,BUF,25,16,0,17,10,83,8.3,0,16,0.6,5.2,0
258,Mike James,TAM,22,8,3,11,10,43,4.3,0,20,1.3,5.4,0
259,Stevan Ridley,NWE,24,14,6,12,10,62,6.2,0,24,0.7,4.4,4
260,Alfonso Smith,ARI,26,16,0,13,10,68,6.8,0,10,0.6,4.3,2
261,James Starks,GNB,27,13,1,13,10,89,8.9,1,23,0.8,6.8,1
262,Will Ta'ufo'ou,JAX,27,16,7,15,10,40,4.0,0,11,0.6,2.5,0
263,Deonte Thompson,BAL,24,7,0,20,10,96,9.6,0,33,1.4,13.7,0
264,Josh Boyce,NWE,22,9,3,19,9,121,13.4,0,30,1.0,13.4,0
265,Brice Butler,OAK,23,10,2,17,9,103,11.4,0,29,0.9,10.3,0
266,Josh Cooper,CLE,24,5,0,14,9,60,6.7,0,16,1.8,12.0,0
267,Gavin Escobar,DAL,22,16,1,15,9,134,14.9,2,25,0.6,8.4,0
268,Virgil Green,DEN,25,16,3,12,9,45,5.0,0,10,0.6,2.8,0
269,Dwayne Harris,DAL,26,13,3,14,9,80,8.9,2,24,0.7,6.2,2
270,Felix Jones,PIT,26,16,2,13,9,63,7.0,0,15,0.6,3.9,1
271,Mario Manningham,SFO,27,6,3,22,9,85,9.4,0,14,1.5,14.2,0
272,Alfred Morris*,WAS,25,16,16,12,9,78,8.7,0,17,0.6,4.9,5
273,Myles White,GNB,23,7,0,12,9,66,7.3,0,15,1.3,9.4,0
274,Edwin Baker,3TM,22,3,2,,8,57,7.1,0,16,2.7,19.0,0
275,Bryce Brown,PHI,22,16,1,13,8,84,10.5,0,35,0.5,5.3,0
276,Ronnie Brown,SDG,32,16,0,8,8,60,7.5,0,15,0.5,3.8,0
277,Ryan Broyles,DET,25,6,3,14,8,85,10.6,0,22,1.3,14.2,0
278,Stephen Burton,JAX,24,4,2,13,8,76,9.5,0,22,2.0,19.0,0
279,Derrick Coleman,SEA,23,12,3,8,8,62,7.8,1,12,0.7,5.2,1
280,Patrick DiMarco,ATL,24,14,7,10,8,49,6.1,0,12,0.6,3.5,0
281,Jonathan Dwyer,PIT,24,15,0,11,8,64,8.0,0,23,0.5,4.3,0
282,A.J. Jenkins,KAN,24,16,1,17,8,130,16.3,0,48,0.5,8.1,0
283,Dennis Johnson,2TM,23,8,1,,8,46,5.8,0,14,1.0,5.8,0
284,Will Johnson,PIT,24,15,5,11,8,41,5.1,1,9,0.5,2.7,0
285,Vance McDonald,SFO,23,15,4,19,8,119,14.9,0,25,0.5,7.9,0
286,Willis McGahee,CLE,32,12,6,11,8,20,2.5,0,9,0.7,1.7,1
287,Joseph Randle,DAL,22,13,2,10,8,61,7.6,0,13,0.6,4.7,0
288,Greg Salas,2TM,25,8,0,,8,143,17.9,0,44,1.0,17.9,0
289,Stepfan Taylor,ARI,22,16,0,9,8,71,8.9,0,29,0.5,4.4,0
290,Marcus Thigpen,MIA,27,16,0,11,8,97,12.1,1,50,0.5,6.1,3
291,Robert Turbin,SEA,24,16,0,12,8,60,7.5,0,19,0.5,3.8,1
292,Jake Ballard,ARI,26,8,3,9,7,75,10.7,2,29,0.9,9.4,0
293,Brandon Bostick,GNB,24,11,0,14,7,120,17.1,1,26,0.6,10.9,0
294,Ahmad Bradshaw,IND,27,3,2,8,7,42,6.0,0,14,2.3,14.0,0
295,Fred Davis,WAS,27,10,3,18,7,70,10.0,1,23,0.7,7.0,0
296,Joel Dreessen,DEN,31,13,0,9,7,47,6.7,1,14,0.5,3.6,0
297,Lance Dunbar,DAL,23,9,0,7,7,59,8.4,0,17,0.8,6.6,1
298,Michael Egnew,MIA,24,16,5,11,7,69,9.9,0,14,0.4,4.3,0
299,Cyrus Gray,KAN,24,16,0,10,7,46,6.6,0,18,0.4,2.9,0
300,Domenik Hixon,CAR,29,15,0,9,7,55,7.9,1,14,0.5,3.7,0
301,Mark Ingram,NOR,24,11,3,11,7,68,9.7,0,23,0.6,6.2,1
302,Marlon Moore,2TM,26,14,0,,7,62,8.9,0,13,0.5,4.4,0
303,Jamize Olawale,OAK,24,16,1,11,7,63,9.0,0,25,0.4,3.9,0
304,Tony Scheffler,DET,30,5,1,12,7,82,11.7,0,22,1.4,16.4,0
305,Jonathan Stewart,CAR,26,6,1,7,7,44,6.3,0,16,1.2,7.3,1
306,Frank Summers,BUF,28,15,9,8,7,79,11.3,1,34,0.5,5.3,0
307,Austin Collie,NWE,28,7,1,11,6,63,10.5,0,19,0.9,9.0,0
308,John Conner,NYG,26,13,7,11,6,31,5.2,0,12,0.5,2.4,0
309,Benny Cunningham,STL,23,14,0,10,6,59,9.8,0,18,0.4,4.2,2
310,Jerome Felton,MIN,27,13,9,8,6,37,6.2,0,11,0.5,2.8,0
311,Malcom Floyd,SDG,32,2,2,11,6,149,24.8,0,47,3.0,74.5,0
