
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
312,Shonn Greene,TEN,28,11,0,8,6,39,6.5,0,28,0.5,3.5,0
313,Jonathan Grimes,HOU,24,2,1,6,6,76,12.7,0,31,3.0,38.0,1
314,Josh Hill,NOR,23,14,3,10,6,44,7.3,1,9,0.4,3.1,0
315,Jeron Mastrud,OAK,26,16,12,13,6,88,14.7,0,41,0.4,5.5,0
316,Collin Mooney,TEN,27,12,4,6,6,32,5.3,0,22,0.5,2.7,0
317,Louis Murphy,NYG,26,14,0,13,6,37,6.2,1,8,0.4,2.6,1
318,David Paulson,PIT,24,16,4,10,6,102,17.0,0,34,0.4,6.4,1
319,Patrick Peterson*+,ARI,23,16,16,8,6,54,9.0,0,19,0.4,3.4,3
320,Jeremy Ross,2TM,25,13,2,,6,67,11.2,1,19,0.5,5.2,2
321,Dane Sanzenbacher,CIN,25,10,1,8,6,61,10.2,0,23,0.6,6.1,0
322,Dion Sims,MIA,22,15,5,10,6,32,5.3,1,8,0.4,2.1,0
323,Ryan Taylor,GNB,26,14,1,9,6,30,5.0,0,8,0.4,2.1,1
324,Markus Wheaton,PIT,22,12,1,13,6,64,10.7,0,21,0.5,5.3,0
325,Matt Asiata,MIN,26,11,1,8,5,13,2.6,0,8,0.5,1.2,1
326,Travis Benjamin,CLE,24,8,3,13,5,105,21.0,0,39,0.6,13.1,2
327,Tashard Choice,2TM,29,15,0,,5,15,3.0,0,5,0.3,1.0,0
328,Jack Doyle,IND,23,15,4,7,5,19,3.8,0,8,0.3,1.3,0
329,Patrick Edwards,DET,25,4,2,11,5,46,9.2,0,11,1.3,11.5,0
330,Rhett Ellison,MIN,25,11,6,10,5,61,12.2,1,17,0.5,5.5,0
331,Chris Gragg,BUF,23,9,1,7,5,53,10.6,1,28,0.6,5.9,0
332,Greg Jones,HOU,32,16,5,11,5,34,6.8,0,19,0.3,2.1,0
333,Ricardo Lockette,2TM,27,8,1,,5,82,16.4,0,33,0.6,10.3,0
334,Michael Preston,TEN,24,7,0,7,5,37,7.4,2,10,0.7,5.3,0
335,Allen Reisner,JAX,25,5,3,9,5,40,8.0,0,16,1.0,8.0,0
336,Lee Smith,BUF,26,16,14,9,5,78,15.6,0,28,0.3,4.9,0
337,Zach Sudfeld,2TM,24,14,2,10,5,63,12.6,0,25,0.4,4.5,0
338,Joe Webb,MIN,27,16,1,11,5,33,6.6,0,15,0.3,2.1,0
339,Jackie Battle,TEN,30,16,0,5,4,36,9.0,0,24,0.3,2.3,0
340,Michael Bush,CHI,29,15,0,8,4,48,12.0,1,17,0.3,3.2,0
341,Tom Crabtree,TAM,28,7,5,7,4,21,5.3,1,14,0.6,3.0,0
342,James Develin,NWE,25,16,6,4,4,62,15.5,0,31,0.3,3.9,0
343,Tony Fiammetta,CHI,27,16,7,6,4,57,14.3,0,30,0.3,3.6,0
344,Johnathan Franklin,GNB,24,11,0,5,4,30,7.5,0,10,0.4,2.7,2
345,Brittan Golden,ARI,25,5,0,10,4,136,34.0,0,63,0.8,27.2,0
346,BenJarvus Green-Ellis,CIN,28,16,16,8,4,22,5.5,0,10,0.3,1.4,2
347,Lestar Jean,HOU,25,13,0,8,4,35,8.8,0,11,0.3,2.7,0
348,David Johnson,PIT,26,5,2,6,4,70,17.5,0,32,0.8,14.0,0
349,Jeff Maehl,PHI,24,16,0,9,4,67,16.8,1,37,0.3,4.2,0
350,Eric Page,TAM,22,16,1,9,4,68,17.0,0,30,0.3,4.3,3
351,Niles Paul,WAS,24,15,4,8,4,51,12.8,0,25,0.3,3.4,0
352,John Phillips,SDG,26,15,6,6,4,30,7.5,0,13,0.3,2.0,0
353,Chris Polk,PHI,24,15,0,5,4,61,15.3,0,34,0.3,4.1,0
354,Isaac Redman,PIT,29,4,1,5,4,14,3.5,0,7,1.0,3.5,1
355,Theo Riddick,DET,22,14,0,8,4,26,6.5,0,8,0.3,1.9,0
356,Weslye Saunders,IND,24,6,1,11,4,46,11.5,0,18,0.7,7.7,0
357,Nick Toon,NOR,25,8,3,12,4,68,17.0,0,35,0.5,8.5,0
358,Darrel Young,WAS,26,13,7,9,4,71,17.8,1,62,0.3,5.5,0
359,Seyi Ajirotutu,SDG,26,14,0,4,3,64,21.3,1,26,0.2,4.6,0
360,Jonathan Baldwin,SFO,24,7,1,9,3,28,9.3,0,15,0.4,4.0,0
361,Kevin Brock,2TM,27,8,0,,3,36,12.0,0,25,0.4,4.5,0
362,Nate Byham,TAM,25,4,3,3,3,38,12.7,0,34,0.8,9.5,0
363,James Casey,PHI,29,15,1,6,3,31,10.3,0,12,0.2,2.1,0
364,Michael Cox,NYG,24,14,1,3,3,12,4.0,0,11,0.2,0.9,0
365,Juron Criner,OAK,24,1,0,8,3,32,10.7,0,20,3.0,32.0,0
366,Kellen Davis,SEA,28,15,4,4,3,32,10.7,1,23,0.2,2.1,0
367,Jeff Demps,TAM,23,2,0,3,3,21,7.0,0,10,1.5,10.5,0
368,Anthony Dixon,SFO,26,16,1,3,3,30,10.0,0,19,0.2,1.9,0
369,Larry Donnell,NYG,25,16,1,6,3,31,10.3,0,11,0.2,1.9,0
370,Jeremy Ebert,JAX,24,6,0,8,3,18,6.0,0,8,0.5,3.0,0
371,Quinton Patton,SFO,23,6,0,5,3,34,11.3,0,29,0.5,5.7,0
372,Alex Smith,CIN,31,16,1,6,3,12,4.0,1,7,0.2,0.8,1
373,Phillip Tanner,DAL,25,16,0,4,3,33,11.0,0,17,0.2,2.1,1
374,Taylor Thompson,TEN,24,16,3,7,3,13,4.3,1,9,0.2,0.8,0
375,Nick Williams,WAS,23,5,0,11,3,15,5.0,0,6,0.6,3.0,1
376,Billy Bajema,BAL,31,6,1,2,2,18,9.0,0,18,0.3,3.0,0
377,Kenjon Barner,CAR,24,8,0,3,2,7,3.5,0,5,0.3,0.9,1
378,LeGarrette Blount,NWE,27,16,7,5,2,38,19.0,0,32,0.1,2.4,3
379,Travaris Cadet,NOR,24,13,0,2,2,5,2.5,1,3,0.2,0.4,0
380,Garrett Celek,SFO,25,12,1,4,2,38,19.0,0,30,0.2,3.2,1
381,Josh Cribbs,NYJ,30,6,0,2,2,6,3.0,0,5,0.3,1.0,0
382,Skye Dawson,TAM,23,7,0,7,2,12,6.0,0,9,0.3,1.7,1
383,Dorin Dickerson,DET,25,5,0,5,2,34,17.0,0,26,0.4,6.8,0
384,Marcus Easley,BUF,27,16,0,5,2,13,6.5,0,9,0.1,0.8,0
385,Bradie Ewing,ATL,24,2,2,2,2,29,14.5,0,15,1.0,14.5,0
386,Mike Goodson,NYJ,26,2,0,3,2,19,9.5,0,10,1.0,9.5,0
387,MarQueis Gray,CLE,23,12,2,9,2,8,4.0,0,5,0.2,0.7,0
388,Alex Green,NYJ,25,13,0,2,2,8,4.0,0,7,0.2,0.6,0
389,Chad Hall,KAN,27,9,0,7,2,20,10.0,0,11,0.2,2.2,0
390,Michael Hill,2TM,24,8,0,2,2,23,11.5,0,12,0.3,2.9,0
391,Kendall Hunter,SFO,25,16,0,4,2,13,6.5,0,9,0.1,0.8,1
392,Chris Ivory,NYJ,25,15,6,7,2,10,5.0,0,12,0.1,0.7,2
393,Brandon Jacobs,NYG,31,7,1,7,2,13,6.5,0,8,0.3,1.9,1
394,LaMichael James,SFO,24,10,0,3,2,16,8.0,0,12,0.2,1.6,3
395,Damaris Johnson,PHI,24,13,0,3,2,14,7.0,0,8,0.2,1.1,1
396,Dominique Jones,2TM,26,8,2,,2,34,17.0,0,21,0.3,4.3,0
397,Taiwan Jones,OAK,25,16,0,3,2,55,27.5,0,52,0.1,3.4,2
398,Le'Ron McClain,SDG,29,16,2,4,2,-7,-3.5,0,7,0.1,-0.4,0
399,Derek Moye,PIT,25,8,0,6,2,20,10.0,1,19,0.3,2.5,0
400,Matthew Mulligan,NWE,28,15,4,3,2,16,8.0,1,15,0.1,1.1,0
401,Danny Noble,2TM,24,8,1,3,2,63,31.5,1,62,0.3,7.9,0
402,Michael Robinson,SEA,30,9,3,3,2,27,13.5,0,21,0.2,3.0,0
403,Bernard Scott,2TM,29,2,0,,2,10,5.0,0,8,1.0,5.0,0
404,Visanthe Shiancoe,TEN,33,1,1,2,2,2,1.0,0,3,2.0,2.0,0
405,Antone Smith,ATL,28,15,0,3,2,10,5.0,0,6,0.1,0.7,0
406,Brad Smith,2TM,30,8,0,,2,27,13.5,0,14,0.3,3.4,1
407,LaRod Stephens-Howling,PIT,26,1,0,3,2,11,5.5,0,7,2.0,11.0,0
408,Craig Stevens,TEN,29,15,14,6,2,5,2.5,0,6,0.1,0.3,0
409,Jeremy Stewart,OAK,24,13,0,2,2,6,3.0,0,5,0.2,0.5,0
410,Lamaar Thomas,JAX,23,2,0,3,2,31,15.5,0,18,1.0,15.5,0
411,Brian Tyms,2TM,24,7,0,,2,12,6.0,0,6,0.3,1.7,0
412,David Wilson,NYG,22,5,4,6,2,8,4.0,0,6,0.4,1.6,2
413,Marquess Wilson,CHI,21,10,1,3,2,13,6.5,0,10,0.2,1.3,0
414,Dwayne Allen,IND,23,1,1,2,1,20,20.0,1,20,1.0,20.0,0
415,Vick Ballard,IND,23,1,1,2,1,-5,-5.0,0,-5,1.0,-5.0,0
416,Joe Banyard,MIN,25,3,0,1,1,11,11.0,0,11,0.3,3.7,0
417,Richie Brockel,CAR,27,16,0,1,1,12,12.0,0,12,0.1,0.8,1
418,Orson Charles,CIN,22,13,0,2,1,8,8.0,0,8,0.1,0.6,0
419,Chimdi Chekwa,OAK,25,15,1,1,1,22,22.0,0,22,0.1,1.5,0
420,Tyler Clutts,2TM,29,8,0,,1,4,4.0,0,4,0.1,0.5,1
421,Kevin Cone,ATL,25,16,0,1,1,12,12.0,0,12,0.1,0.8,0
422,Justice Cunningham,2TM,22,2,0,,1,4,4.0,0,4,0.5,2.0,0
423,Armanti Edwards,2TM,25,6,0,5,1,10,10.0,0,10,0.2,1.7,0
424,Ryan Fitzpatrick,TEN,31,11,9,1,1,0,0.0,0,0,0.1,0.0,9
425,Richard Gordon,2TM,26,2,0,,1,3,3.0,0,3,0.5,1.5,0
426,Ray Graham,2TM,23,1,0,,1,12,12.0,0,12,1.0,12.0,0
427,Tori Gurley,CLE,26,3,0,3,1,15,15.0,0,15,0.3,5.0,0
428,Percy Harvin,SEA,25,1,0,1,1,17,17.0,0,17,1.0,17.0,0
429,Dan Herron,2TM,24,6,0,1,1,57,57.0,0,57,0.2,9.5,0
430,Robert Hughes,2TM,24,2,0,,1,6,6.0,0,6,0.5,3.0,0
431,Henry Hynoski,NYG,25,3,2,2,1,5,5.0,0,5,0.3,1.7,0
432,Deji Karim,HOU,27,7,0,2,1,-1,-1.0,0,-1,0.1,-0.1,0
433,Nick Kasa,OAK,23,16,1,5,1,9,9.0,1,9,0.1,0.6,0
434,Zach Line,MIN,24,3,1,3,1,8,8.0,0,8,0.3,2.7,0
435,Kyle Long*,CHI,25,16,16,1,1,-1,-1.0,0,-1,0.1,-0.1,1
436,Mike McNeill,STL,25,14,0,1,1,5,5.0,0,5,0.1,0.4,0
437,Brad Meester,JAX,36,16,16,1,1,9,9.0,0,9,0.1,0.6,2
438,Ben Obomanu,NYJ,30,3,0,1,1,8,8.0,0,8,0.3,2.7,0
439,Kassim Osgood,SFO,33,14,0,1,1,17,17.0,0,17,0.1,1.2,0
440,Michael Palmer,PIT,25,16,0,1,1,8,8.0,0,8,0.1,0.5,0
441,Donald Penn,TAM,30,16,16,1,1,1,1.0,1,1,0.1,0.1,0
442,David Reed,IND,26,7,0,3,1,2,2.0,0,2,0.1,0.3,0
443,Konrad Reuland,NYJ,26,10,0,3,1,7,7.0,0,7,0.1,0.7,0
444,Darius Reynaud,2TM,29,9,0,,1,4,4.0,0,4,0.1,0.4,1
445,Dante Rosario,CHI,29,15,3,4,1,13,13.0,0,13,0.1,0.9,0
446,Evan Royster,WAS,26,10,0,1,1,3,3.0,0,3,0.1,0.3,0
447,Samson Satele,IND,29,13,13,1,1,0,0.0,0,0,0.1,0.0,0
448,Alex Smith*,KAN,29,15,15,1,1,-4,-4.0,0,-4,0.1,-0.3,8
449,Geno Smith,NYJ,23,16,16,1,1,13,13.0,0,13,0.1,0.8,8
450,Matt Spaeth,PIT,30,4,2,2,1,11,11.0,1,11,0.3,2.8,0
451,Kory Sperry,ARI,28,8,2,1,1,16,16.0,0,16,0.1,2.0,0
452,Joe Staley*,SFO,29,16,16,1,1,14,14.0,0,14,0.1,0.9,0
453,Brandon Tate,CIN,26,16,0,2,1,6,6.0,0,6,0.1,0.4,2
454,Tyrod Taylor,BAL,24,3,0,1,1,6,6.0,0,6,0.3,2.0,0
455,Josh Vaughan,ATL,27,6,0,1,1,-5,-5.0,0,-5,0.2,-0.8,0
456,Eric Weems,CHI,28,16,0,2,1,8,8.0,0,8,0.1,0.5,0
457,Teddy Williams,ARI,25,3,0,1,1,51,51.0,0,51,0.3,17.0,0
458,Ronnie Wingo,BUF,22,2,0,1,1,2,2.0,0,2,0.5,1.0,0
