
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
58,Jason Avant,PHI,29,14,6,76,53,648,12.2,0,39,3.8,46.3,1
59,Greg Little,CLE,23,16,16,94,53,647,12.2,4,43,3.3,40.4,0
60,Hakeem Nicks,NYG,24,13,11,100,53,692,13.1,3,50,4.1,53.2,0
61,Jacquizz Rodgers,ATL,22,16,0,59,53,402,7.6,1,32,3.3,25.1,0
62,Kyle Rudolph*,MIN,23,16,16,93,53,493,9.3,9,29,3.3,30.8,0
63,Joique Bell,DET,26,16,0,68,52,485,9.3,0,50,3.3,30.3,2
64,Marcedes Lewis,JAX,28,16,15,77,52,540,10.4,4,26,3.3,33.8,0
65,Dexter McCluster,KAN,23,16,6,77,52,452,8.7,1,31,3.3,28.3,2
66,Marcel Reece*,OAK,27,16,14,73,52,496,9.5,1,56,3.3,31.0,2
67,Jacob Tamme,DEN,27,16,8,85,52,555,10.7,2,36,3.3,34.7,0
68,Brandon Gibson,STL,25,16,13,82,51,691,13.5,5,34,3.2,43.2,0
69,Andrew Hawkins,CIN,26,14,2,80,51,533,10.5,4,59,3.6,38.1,1
70,Aaron Hernandez,NWE,23,10,10,83,51,483,9.5,5,31,5.1,48.3,0
71,Denarius Moore,OAK,24,15,15,114,51,741,14.5,7,58,3.4,49.4,3
72,Trent Richardson,CLE,21,15,15,70,51,367,7.2,1,27,3.4,24.5,3
73,Josh Gordon,CLE,21,16,13,96,50,805,16.1,5,71,3.1,50.3,1
74,T.Y. Hilton,IND,23,15,1,90,50,861,17.2,7,61,3.3,57.4,1
75,Sidney Rice,SEA,26,16,16,82,50,748,15.0,7,46,3.1,46.8,0
76,Ronnie Brown,SDG,31,14,1,59,49,371,7.6,0,25,3.5,26.5,0
77,Antonio Gates,SDG,32,15,15,80,49,538,11.0,7,34,3.3,35.9,0
78,Doug Martin*,TAM,23,16,16,70,49,472,9.6,1,64,3.1,29.5,1
79,Jordy Nelson,GNB,27,12,10,73,49,745,15.2,7,73,4.1,62.1,0
80,Torrey Smith,BAL,23,16,16,110,49,855,17.4,8,54,3.1,53.4,0
81,Ben Watson,CLE,32,16,14,82,49,501,10.2,3,27,3.1,31.3,1
82,Josh Morgan,WAS,27,16,15,73,48,510,10.6,2,32,3.0,31.9,1
83,Dallas Clark,TAM,33,16,7,75,47,435,9.3,4,33,2.9,27.2,0
84,Nate Washington,TEN,29,16,14,89,46,746,16.2,4,71,2.9,46.6,1
85,Dwayne Allen,IND,22,16,16,66,45,521,11.6,3,40,2.8,32.6,1
86,Kenny Britt,TEN,24,14,11,90,45,589,13.1,4,46,3.2,42.1,2
87,Michael Floyd,ARI,23,16,3,86,45,562,12.5,2,53,2.8,35.1,1
88,Rob Housler,ARI,24,15,9,68,45,417,9.3,0,33,3.0,27.8,0
89,DeSean Jackson,PHI,26,11,11,87,45,700,15.6,2,77,4.1,63.6,1
90,Brandon Stokley,DEN,36,15,9,58,45,544,12.1,5,38,3.0,36.3,0
91,Golden Tate,SEA,24,15,15,68,45,688,15.3,7,51,3.0,45.9,1
92,Jared Cook,TEN,25,13,5,73,44,523,11.9,4,61,3.4,40.2,1
93,Matt Forte,CHI,27,15,15,60,44,340,7.7,1,47,2.9,22.7,2
94,Pierre Garcon,WAS,26,10,10,68,44,633,14.4,4,88,4.4,63.3,0
95,Brandon LaFell,CAR,26,14,12,76,44,677,15.4,4,62,3.1,48.4,1
96,Emmanuel Sanders,PIT,25,16,7,75,44,626,14.2,1,37,2.8,39.1,3
97,Scott Chandler,BUF,27,15,13,74,43,571,13.3,6,43,2.9,38.1,2
98,C.J. Spiller*,BUF,25,16,9,57,43,459,10.7,2,66,2.7,28.7,3
99,Chris Givens,STL,23,15,12,80,42,698,16.6,3,65,2.8,46.5,0
100,Lance Kendricks,STL,24,16,14,64,42,519,12.4,4,80,2.6,32.4,1
101,Mario Manningham,SFO,26,12,10,57,42,449,10.7,1,40,3.5,37.4,2
102,Darren McFadden,OAK,25,12,12,63,42,258,6.1,1,20,3.5,21.5,2
103,Tony Scheffler,DET,29,15,4,85,42,504,12.0,1,57,2.8,33.6,0
104,Vernon Davis,SFO,28,16,16,61,41,548,13.4,5,53,2.6,34.3,0
105,Joel Dreessen,DEN,30,16,15,58,41,356,8.7,5,30,2.6,22.3,0
106,Anthony Fasano,MIA,28,16,16,69,41,332,8.1,5,22,2.6,20.8,0
107,Darrius Heyward-Bey,OAK,25,15,14,80,41,606,14.8,5,59,2.7,40.4,0
108,Donald Jones,BUF,25,12,10,67,41,443,10.8,4,68,3.4,36.9,1
109,Santana Moss,WAS,33,16,1,62,41,573,14.0,8,77,2.6,35.8,2
110,Kevin Walter,HOU,31,16,14,68,41,518,12.6,2,52,2.6,32.4,0
111,Arian Foster*,HOU,26,16,16,58,40,217,5.4,2,23,2.5,13.6,3
112,Michael Jenkins,MIN,30,16,8,72,40,449,11.2,2,32,2.5,28.1,0
113,Adrian Peterson*+,MIN,27,16,16,51,40,217,5.4,1,20,2.5,13.6,4
114,Danny Woodhead,NWE,27,16,2,55,40,446,11.2,3,25,2.5,27.9,1
115,Domenik Hixon,NYG,28,13,3,59,39,567,14.5,2,41,3.0,43.6,0
116,Ryan Mathews,SDG,25,12,9,56,39,252,6.5,0,24,3.3,21.0,2
117,Rod Streater,OAK,24,16,2,74,39,584,15.0,3,64,2.4,36.5,1
118,Pierre Thomas,NOR,28,15,4,53,39,354,9.1,1,36,2.6,23.6,0
119,Harry Douglas,ATL,28,15,1,59,38,396,10.4,1,37,2.5,26.4,1
120,Leonard Hankerson,WAS,24,16,5,57,38,543,14.3,3,68,2.4,33.9,0
121,Steven Jackson,STL,29,16,16,53,38,321,8.4,0,22,2.4,20.1,0
122,Zach Miller,SEA,27,16,15,53,38,396,10.4,3,30,2.4,24.8,1
123,Danario Alexander,SDG,26,10,6,62,37,658,17.8,7,80,3.7,65.8,0
124,Greg Jennings,GNB,29,8,5,62,36,366,10.2,4,45,4.5,45.8,0
125,Chris Johnson,TEN,27,16,15,49,36,232,6.4,0,22,2.3,14.5,5
126,Reggie Bush,MIA,27,16,16,52,35,292,8.3,2,25,2.2,18.3,4
127,Jamaal Charles*,KAN,26,16,15,49,35,236,6.7,1,22,2.2,14.8,5
128,James Casey,HOU,28,16,9,45,34,330,9.7,3,30,2.1,20.6,0
129,Fred Jackson,BUF,31,10,8,42,34,217,6.4,1,34,3.4,21.7,5
130,Mikel Leshoure,DET,22,14,14,49,34,214,6.3,0,15,2.4,15.3,3
131,DeMarco Murray,DAL,24,10,10,42,34,247,7.3,0,22,3.4,24.7,3
132,Tony Moeaki,KAN,25,15,14,56,33,453,13.7,1,38,2.2,30.2,0
133,Titus Young,DET,23,10,8,56,33,383,11.6,4,46,3.3,38.3,0
134,Kevin Ogletree,DAL,25,15,1,55,32,436,13.6,4,65,2.1,29.1,0
135,T.J. Graham,BUF,23,15,11,58,31,322,10.4,1,51,2.1,21.5,0
136,Jason Snelling,ATL,29,16,2,35,31,203,6.5,1,16,1.9,12.7,1
137,Jacoby Jones*+,BAL,28,16,3,55,30,406,13.5,1,47,1.9,25.4,2
138,Austin Pettis,STL,24,14,2,48,30,261,8.7,4,36,2.1,18.6,0
139,Damian Williams,TEN,24,13,2,45,30,324,10.8,0,27,2.3,24.9,0
140,Doug Baldwin,SEA,24,14,4,50,29,366,12.6,3,50,2.1,26.1,0
141,Earl Bennett,CHI,25,12,4,49,29,375,12.9,2,60,2.4,31.3,0
142,Jeff Cumberland,NYJ,25,15,12,53,29,359,12.4,3,39,1.9,23.9,0
143,Early Doucet,ARI,27,12,3,53,28,207,7.4,0,18,2.3,17.3,0
144,Frank Gore*,SFO,29,16,16,36,28,234,8.4,1,26,1.8,14.6,3
145,Garrett Graham,HOU,26,15,9,39,28,263,9.4,3,30,1.9,17.5,0
146,Dustin Keller,NYJ,28,8,5,36,28,317,11.3,2,32,3.5,39.6,0
147,Randy Moss,SFO,35,16,2,50,28,434,15.5,3,55,1.8,27.1,1
148,Chaz Schilens,NYJ,27,15,6,41,28,289,10.3,2,25,1.9,19.3,1
149,Tiquan Underwood,TAM,25,14,3,55,28,425,15.2,2,62,2.0,30.4,0
150,Nate Burleson,DET,31,6,5,43,27,240,8.9,2,26,4.5,40.0,0
151,Mike Tolbert,CAR,27,16,5,39,27,268,9.9,0,26,1.7,16.8,0
152,Coby Fleener,IND,24,12,10,48,26,281,10.8,2,26,2.2,23.4,0
153,Felix Jones,DAL,25,16,7,36,26,266,10.2,2,39,1.6,16.6,2
154,Willis McGahee,DEN,31,10,9,33,26,221,8.5,0,31,2.6,22.1,5
155,Jerome Simpson,MIN,26,12,10,52,26,274,10.5,0,33,2.2,22.8,2
156,Clay Harbor,PHI,25,14,9,39,25,186,7.4,2,19,1.8,13.3,1
157,Louis Murphy,CAR,25,16,5,61,25,336,13.4,1,55,1.6,21.0,1
158,Logan Paulsen,WAS,25,16,10,38,25,308,12.3,1,31,1.6,19.3,0
159,Armon Binns,2TM,23,11,5,40,24,277,11.5,1,48,2.2,25.2,1
160,Fred Davis,WAS,26,7,7,31,24,325,13.5,0,29,3.4,46.4,0
161,Shaun Draughn,KAN,25,16,0,30,24,158,6.6,0,23,1.5,9.9,2
162,Alshon Jeffery,CHI,22,10,6,48,24,367,15.3,3,55,2.4,36.7,0
163,Chris Ogbonnaya,CLE,26,15,1,32,24,187,7.8,0,38,1.6,12.5,1
164,Daryl Richardson,STL,22,16,0,36,24,163,6.8,0,26,1.5,10.2,3
165,Laurent Robinson,JAX,27,7,4,43,24,252,10.5,0,32,3.4,36.0,1
166,Ahmad Bradshaw,NYG,26,14,12,31,23,245,10.7,0,59,1.6,17.5,3
167,Riley Cooper,PHI,25,11,5,47,23,248,10.8,3,23,2.1,22.5,0
168,Devin Hester,CHI,30,15,5,40,23,242,10.5,1,39,1.5,16.1,1
169,Marshawn Lynch*+,SEA,26,16,15,30,23,196,8.5,1,27,1.4,12.3,5
170,Eddie Royal,SDG,26,10,2,44,23,234,10.2,1,31,2.3,23.4,1
171,Jordan Shipley,2TM,27,7,2,39,23,244,10.6,1,36,3.3,34.9,1
172,Micheal Spurlock,2TM,29,14,1,,23,200,8.7,1,22,1.6,14.3,1
173,Craig Stevens,TEN,28,15,15,33,23,275,12.0,1,46,1.5,18.3,2
174,Ryan Broyles,DET,24,10,3,32,22,310,14.1,2,40,2.2,31.0,0
175,BenJarvus Green-Ellis,CIN,27,16,15,30,22,104,4.7,0,13,1.4,6.5,3
176,Devery Henderson,NOR,30,15,9,47,22,316,14.4,1,41,1.5,21.1,1
177,Jarius Wright,MIN,23,7,1,36,22,310,14.1,2,65,3.1,44.3,0
178,Ed Dickson,BAL,25,13,11,33,21,225,10.7,0,40,1.6,17.3,0
179,Julian Edelman,NWE,26,9,3,32,21,235,11.2,3,56,2.3,26.1,1
180,Stephen Hill,NYJ,21,11,8,47,21,252,12.0,3,33,1.9,22.9,0
181,Vonta Leach*+,BAL,31,16,13,24,21,143,6.8,0,18,1.3,8.9,0
182,Knowshon Moreno,DEN,25,9,6,26,21,167,8.0,0,26,2.3,18.6,1
183,Delanie Walker,SFO,28,16,4,39,21,344,16.4,3,45,1.3,21.5,1
184,Jonathan Baldwin,KAN,23,15,7,47,20,325,16.3,1,57,1.3,21.7,0
185,Jordan Cameron,CLE,24,14,6,40,20,226,11.3,1,28,1.4,16.1,0
186,Toby Gerhart,MIN,25,16,0,27,20,155,7.8,0,21,1.3,9.7,2
187,Derek Hagan,OAK,28,14,2,36,20,259,13.0,0,38,1.4,18.5,0
188,Santonio Holmes,NYJ,28,4,4,41,20,272,13.6,1,38,5.0,68.0,1
189,Kellen Davis,CHI,27,16,15,44,19,229,12.1,2,25,1.2,14.3,1
190,Shonn Greene,NYJ,27,16,14,30,19,151,7.9,0,30,1.2,9.4,4
191,Rashad Jennings,JAX,27,10,6,26,19,130,6.8,0,26,1.9,13.0,3
192,Damaris Johnson,PHI,23,14,1,31,19,256,13.5,0,32,1.4,18.3,2
193,William Powell,ARI,24,13,1,25,19,132,6.9,0,25,1.5,10.2,2
194,Rueben Randle,NYG,21,16,1,32,19,298,15.7,3,56,1.2,18.6,1
195,Isaac Redman,PIT,28,14,5,23,19,244,12.8,0,55,1.4,17.4,3
196,Robert Turbin,SEA,23,16,0,23,19,181,9.5,0,20,1.2,11.3,0
197,Michael Turner,ATL,30,16,16,30,19,128,6.7,1,60,1.2,8.0,3
198,Travis Benjamin,CLE,23,14,3,37,18,298,16.6,2,69,1.3,21.3,1
199,Charles Clay,MIA,23,14,9,33,18,212,11.8,2,31,1.3,15.1,0
200,Jonathan Dwyer,PIT,23,13,6,25,18,106,5.9,0,15,1.4,8.2,2
201,Braylon Edwards,2TM,29,13,4,35,18,199,11.1,1,19,1.4,15.3,0
202,Alex Green,GNB,24,12,4,30,18,125,6.9,0,19,1.5,10.4,1
203,Marvin Jones,CIN,22,11,5,32,18,201,11.2,1,23,1.6,18.3,0
204,Anthony McCoy,SEA,25,16,5,28,18,291,16.2,3,67,1.1,18.2,0
205,Mike Thomas,2TM,25,16,4,40,18,108,6.0,1,12,1.1,6.8,1
206,Vick Ballard,IND,22,16,12,27,17,152,8.9,1,19,1.1,9.5,3
207,Jerricho Cotchery,PIT,30,14,2,27,17,205,12.1,0,24,1.2,14.6,0
208,Dwayne Harris,DAL,25,16,0,31,17,222,13.1,1,36,1.1,13.9,1
209,Will Heller,DET,31,16,5,23,17,150,8.8,1,19,1.1,9.4,0
210,Jeff King,ARI,29,16,12,29,17,129,7.6,0,27,1.1,8.1,0
211,Mohamed Massaquoi,CLE,26,9,5,33,17,254,14.9,0,54,1.9,28.2,0
212,Bilal Powell,NYJ,24,14,2,36,17,140,8.2,0,16,1.2,10.0,0
213,LaRod Stephens-Howling,ARI,25,14,5,30,17,106,6.2,0,24,1.2,7.6,0
214,Jonathan Stewart,CAR,25,9,6,23,17,157,9.2,1,30,1.9,17.4,2
215,Deion Branch,NWE,33,10,4,29,16,145,9.1,0,25,1.6,14.5,0
216,Juron Criner,OAK,23,12,0,33,16,151,9.4,1,17,1.3,12.6,1
217,Clyde Gates,NYJ,26,11,2,33,16,224,14.0,0,42,1.5,20.4,0
218,Mike Goodson,OAK,25,12,0,16,16,195,12.2,1,64,1.3,16.3,0
219,Mohamed Sanu,CIN,23,9,3,25,16,154,9.6,4,34,1.8,17.1,0
220,Luke Stocker,TAM,24,16,11,27,16,165,10.3,1,33,1.0,10.3,0
221,Jackie Battle,SDG,29,16,5,15,15,108,7.2,1,18,0.9,6.8,0
222,Cole Beasley,DAL,23,10,0,24,15,128,8.5,0,20,1.5,12.8,0
223,Will Johnson,PIT,23,16,7,26,15,137,9.1,1,26,0.9,8.6,0
224,John Kuhn,GNB,30,14,3,18,15,148,9.9,0,32,1.1,10.6,0
225,Evan Royster,WAS,25,16,0,23,15,109,7.3,0,25,0.9,6.8,0
226,Daniel Thomas,MIA,25,12,0,22,15,156,10.4,0,32,1.3,13.0,3
227,Ramses Barden,NYG,26,12,1,21,14,220,15.7,0,31,1.2,18.3,0
228,Cedric Benson,GNB,30,5,5,15,14,97,6.9,0,18,2.8,19.4,1
229,Jed Collins,NOR,26,15,7,16,14,70,5.0,2,12,0.9,4.7,1
230,Maurice Jones-Drew,JAX,27,6,5,18,14,86,6.1,1,13,2.3,14.3,2
231,Robert Meachem,SDG,28,15,3,32,14,207,14.8,2,46,0.9,13.8,0
232,Chris Rainey,PIT,24,16,0,22,14,60,4.3,0,14,0.9,3.8,4
233,Brad Smith,BUF,29,15,2,22,14,152,10.9,2,35,0.9,10.1,1
234,Steve Smith,STL,27,9,2,25,14,131,9.4,0,25,1.6,14.6,0
235,Danny Ware,TAM,27,16,1,20,14,100,7.1,0,23,0.9,6.3,0
236,Kyle Williams,SFO,24,11,3,22,14,212,15.1,1,57,1.3,19.3,1
237,Bryce Brown,PHI,21,16,4,19,13,56,4.3,0,11,0.8,3.5,4
238,Jordan Norwood,CLE,26,2,0,19,13,137,10.5,0,27,6.5,68.5,0
239,Michael Robinson,SEA,29,16,6,15,13,126,9.7,2,20,0.8,7.9,0
240,Alex Smith,CLE,30,12,2,18,13,47,3.6,0,17,1.1,3.9,0
241,Brandon Tate,CIN,25,16,3,25,13,211,16.2,1,44,0.8,13.2,4
242,Lawrence Vickers,DAL,29,16,6,15,13,104,8.0,0,17,0.8,6.5,0
243,DeAngelo Williams,CAR,29,16,10,20,13,187,14.4,2,53,0.8,11.7,2
244,Curtis Brinkley,SDG,27,10,1,15,12,77,6.4,0,12,1.2,7.7,1
245,Andre Brown,NYG,26,10,2,17,12,86,7.2,0,17,1.2,8.6,0
246,Erik Lorig,TAM,26,16,7,19,12,83,6.9,1,16,0.8,5.2,0
247,Bruce Miller,SFO,25,16,13,13,12,84,7.0,0,26,0.8,5.3,0
248,Devin Aromashodu,MIN,28,15,0,22,11,182,16.5,0,31,0.7,12.1,0
249,LaVon Brazill,IND,23,15,0,24,11,186,16.9,1,42,0.7,12.4,1
250,Henry Hynoski,NYG,24,16,11,15,11,50,4.5,1,8,0.7,3.1,0
251,Greg Jones,JAX,31,14,3,14,11,64,5.8,0,10,0.8,4.6,0
252,Jorvorskie Lane,MIA,25,16,5,12,11,79,7.2,1,24,0.7,4.9,3
253,Brian Leonard,CIN,28,15,0,15,11,67,6.1,0,16,0.7,4.5,0
254,Rishard Matthews,MIA,23,8,1,20,11,151,13.7,0,30,1.4,18.9,0
255,Alfred Morris,WAS,24,16,16,16,11,77,7.0,0,20,0.7,4.8,4
256,Brian Quick,STL,23,15,1,27,11,156,14.2,2,39,0.7,10.4,0
257,Konrad Reuland,NYJ,25,16,3,16,11,83,7.5,0,18,0.7,5.2,0
258,Aldrick Robinson,WAS,24,15,2,19,11,237,21.5,3,68,0.7,15.8,0
259,Ben Tate,HOU,24,11,0,11,11,49,4.5,0,11,1.0,4.5,1
260,David Thomas,NOR,29,15,7,17,11,86,7.8,4,20,0.7,5.7,0
261,Kevin Elliott,2TM,24,13,1,,10,108,10.8,0,22,0.8,8.3,0
262,Peyton Hillis,KAN,26,13,2,14,10,62,6.2,0,15,0.8,4.8,2
263,Ronnie Hillman,DEN,21,14,0,12,10,62,6.2,0,29,0.7,4.4,2
264,Keshawn Martin,HOU,22,16,1,28,10,85,8.5,1,18,0.6,5.3,1
265,Joe Morgan,NOR,24,14,5,21,10,379,37.9,3,80,0.7,27.1,0
266,Dante Rosario,SDG,28,13,2,18,10,95,9.5,3,18,0.8,7.3,1
267,Kevin Smith,DET,26,13,2,16,10,79,7.9,1,13,0.8,6.1,0
268,Matt Willis,DEN,28,15,0,22,10,90,9.0,0,19,0.7,6.0,0
269,Donald Brown,IND,25,10,4,13,9,93,10.3,0,39,0.9,9.3,0
270,Michael Bush,CHI,28,13,1,11,9,83,9.2,0,18,0.7,6.4,1
271,Dorin Dickerson,BUF,24,12,0,15,9,117,13.0,0,24,0.8,9.8,1
272,Kendall Hunter,SFO,24,11,0,12,9,60,6.7,0,12,0.8,5.5,1
273,Randy McMichael,SDG,33,16,10,13,9,51,5.7,0,13,0.6,3.2,1
274,Rashard Mendenhall,PIT,25,6,4,10,9,62,6.9,1,15,1.5,10.3,3
275,Cedric Peerman,CIN,26,14,1,9,9,85,9.4,0,16,0.6,6.1,0
276,Brandon Banks,WAS,25,12,0,8,8,15,1.9,0,8,0.7,1.3,4
277,John Carlson,MIN,28,14,6,14,8,43,5.4,0,14,0.6,3.1,0
278,Orson Charles,CIN,21,16,6,10,8,101,12.6,0,25,0.5,6.3,0
279,Josh Cooper,CLE,23,6,0,19,8,106,13.3,0,28,1.3,17.7,0
280,Terrance Copper,KAN,30,15,0,12,8,79,9.9,0,17,0.5,5.3,0
281,Tom Crabtree,GNB,27,14,6,12,8,203,25.4,3,72,0.6,14.5,0
282,Donald Driver,GNB,37,13,1,13,8,77,9.6,2,26,0.6,5.9,0
283,Kris Durham,DET,24,4,3,21,8,125,15.6,1,27,2.0,31.3,0
284,James Hanna,DAL,23,16,2,11,8,86,10.8,0,29,0.5,5.4,0
285,Todd Heap,ARI,32,3,1,13,8,94,11.8,0,28,2.7,31.3,0
286,Le'Ron McClain,SDG,28,16,9,10,8,29,3.6,0,12,0.5,1.8,0
287,Matthew Mulligan,STL,27,16,9,12,8,84,10.5,1,18,0.5,5.3,0
288,Montell Owens,JAX,28,13,4,10,8,113,14.1,0,53,0.6,8.7,0
289,Niles Paul,WAS,23,16,4,15,8,152,19.0,1,37,0.5,9.5,1
290,John Phillips,DAL,25,16,9,10,8,55,6.9,1,19,0.5,3.4,0
291,Jeremy Stewart,OAK,23,4,0,8,8,62,7.8,0,26,2.0,15.5,0
292,Shane Vereen,NWE,23,13,1,13,8,149,18.6,1,83,0.6,11.5,1
293,Darrel Young,WAS,25,16,8,9,8,109,13.6,2,28,0.5,6.8,0
294,David Ausberry,OAK,25,16,0,12,7,92,13.1,0,31,0.4,5.8,0
295,Lance Ball,DEN,27,15,0,12,7,61,8.7,1,17,0.5,4.1,1
296,Steve Breaston,KAN,29,10,4,15,7,74,10.6,0,24,0.7,7.4,1
297,Josh Cribbs*,CLE,29,16,2,11,7,63,9.0,0,24,0.4,3.9,6
298,Tandon Doss,BAL,23,14,0,17,7,123,17.6,1,39,0.5,8.8,0
299,Rhett Ellison,MIN,24,16,7,9,7,65,9.3,0,29,0.4,4.1,0
300,Stanley Havili,PHI,25,15,2,12,7,43,6.1,0,9,0.5,2.9,0
301,Roy Helu,WAS,24,3,0,7,7,45,6.4,0,21,2.3,15.0,0
302,Jalen Parmele,JAX,27,11,2,9,7,60,8.6,0,26,0.6,5.5,0
303,David Paulson,PIT,23,16,5,11,7,51,7.3,0,9,0.4,3.2,1
304,Bernard Pierce,BAL,22,16,0,11,7,47,6.7,0,11,0.4,2.9,0
305,Ryan Whalen,CIN,23,9,0,12,7,53,7.6,0,10,0.8,5.9,0
306,D.J. Williams,GNB,24,13,2,15,7,57,8.1,0,12,0.5,4.4,0
307,Ryan Williams,ARI,22,5,3,10,7,44,6.3,0,12,1.4,8.8,2
308,Gary Barnidge,CAR,27,16,5,6,6,78,13.0,1,24,0.4,4.9,0
309,Lance Dunbar,DAL,22,12,0,12,6,33,5.5,0,14,0.5,2.8,1
310,Mark Ingram,NOR,23,16,5,10,6,29,4.8,0,16,0.4,1.8,0
311,Lestar Jean,HOU,24,14,1,12,6,151,25.2,1,54,0.4,10.8,0
312,Stefan Logan,DET,31,16,0,7,6,28,4.7,0,10,0.4,1.8,6
