
Rk,Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
313,Lamar Miller,MIA,21,13,1,8,6,45,7.5,0,12,0.5,3.5,0
314,Marlon Moore,MIA,25,14,2,5,6,116,19.3,1,37,0.4,8.3,0
315,Mewelde Moore,IND,30,9,0,8,6,77,12.8,1,32,0.7,8.6,1
316,Michael Palmer,ATL,24,13,2,6,6,22,3.7,1,6,0.5,1.7,0
317,DeVier Posey,HOU,23,11,0,14,6,87,14.5,0,36,0.5,7.9,0
318,Stevan Ridley,NWE,23,16,12,14,6,51,8.5,0,20,0.4,3.2,4
319,Matt Spaeth,CHI,29,16,8,10,6,28,4.7,1,13,0.4,1.8,0
320,Taylor Thompson,TEN,23,16,4,14,6,46,7.7,0,12,0.4,2.9,0
321,Devon Wylie,KAN,24,6,1,12,6,53,8.8,0,16,1.0,8.8,0
322,Jarrett Boykin,GNB,23,10,0,6,5,27,5.4,0,9,0.5,2.7,0
323,Stephen Burton,MIN,23,12,1,11,5,35,7.0,1,13,0.4,2.9,0
324,Travaris Cadet,NOR,23,13,0,8,5,44,8.8,0,17,0.4,3.4,1
325,Armanti Edwards,CAR,24,16,0,9,5,121,24.2,0,82,0.3,7.6,0
326,Virgil Green,DEN,24,13,2,6,5,63,12.6,0,28,0.4,4.8,0
327,Lavelle Hawkins,TEN,26,7,1,11,5,62,12.4,0,42,0.7,8.9,0
328,Michael Hoomanawanui,NWE,24,14,6,7,5,109,21.8,0,41,0.4,7.8,0
329,Quinn Johnson,TEN,26,16,8,8,5,40,8.0,0,17,0.3,2.5,0
330,Steve Maneri,KAN,24,13,8,12,5,51,10.2,0,19,0.4,3.9,0
331,Jamar Newsome,KAN,25,6,2,16,5,73,14.6,0,28,0.8,12.2,0
332,Michael Preston,TEN,23,4,0,6,5,59,11.8,0,21,1.3,14.8,0
333,David Reed,BAL,25,5,0,6,5,66,13.2,0,23,1.0,13.2,0
334,Darius Reynaud,TEN,28,16,0,10,5,35,7.0,0,9,0.3,2.2,1
335,Anthony Sherman,ARI,24,14,4,8,5,39,7.8,0,19,0.4,2.8,0
336,Deonte Thompson,BAL,23,6,0,6,5,51,10.2,0,25,0.8,8.5,1
337,Kyle Adams,CHI,24,15,2,8,4,40,10.0,0,17,0.3,2.7,0
338,Baron Batch,PIT,25,12,0,5,4,31,7.8,0,15,0.3,2.6,0
339,Arrelious Benn,TAM,24,8,1,6,4,26,6.5,0,9,0.5,3.3,1
340,Greg Camarillo,NOR,30,5,0,5,4,44,11.0,0,13,0.8,8.8,0
341,Garrett Celek,SFO,24,13,0,7,4,51,12.8,0,35,0.3,3.9,0
342,Tashard Choice,BUF,28,12,0,9,4,9,2.3,0,5,0.3,0.8,0
343,Drew Davis,ATL,23,16,0,5,4,40,10.0,1,15,0.3,2.5,0
344,Daniel Fells,NWE,29,13,4,10,4,85,21.3,0,35,0.3,6.5,0
345,Jabar Gaffney,MIA,32,3,0,10,4,68,17.0,0,30,1.3,22.7,0
346,Ladarius Green,SDG,22,4,1,4,4,56,14.0,0,31,1.0,14.0,0
347,Lex Hilliard,2TM,28,14,9,9,4,23,5.8,0,9,0.3,1.6,0
348,Charly Martin,SEA,28,4,1,6,4,42,10.5,0,15,1.0,10.5,0
349,Ruvell Martin,BUF,30,14,0,6,4,41,10.3,0,16,0.3,2.9,0
350,Mike McNeill,STL,24,14,1,7,4,31,7.8,0,10,0.3,2.2,0
351,Ben Obomanu,SEA,29,8,0,9,4,58,14.5,0,36,0.5,7.3,0
352,Bear Pascoe,NYG,26,15,3,9,4,35,8.8,1,16,0.3,2.3,0
353,Brian Robiskie,DET,25,6,0,6,4,44,11.0,1,21,0.7,7.3,0
354,Evan Rodriguez,CHI,24,12,5,8,4,21,5.3,0,11,0.3,1.8,0
355,Lee Smith,BUF,25,16,7,4,4,13,3.3,2,5,0.3,0.8,0
356,James Starks,GNB,26,6,2,6,4,31,7.8,0,9,0.7,5.2,1
357,Phillip Tanner,DAL,24,14,0,5,4,41,10.3,0,15,0.3,2.9,0
358,Leon Washington*,SEA,30,16,0,8,4,31,7.8,0,9,0.3,1.9,2
359,David Wilson,NYG,21,16,2,9,4,34,8.5,1,15,0.3,2.1,1
360,Seyi Ajirotutu,SDG,25,3,1,4,3,45,15.0,0,28,1.0,15.0,0
361,Anthony Armstrong,2TM,29,6,0,,3,12,4.0,0,9,0.5,2.0,0
362,Kevin Boss,KAN,28,2,2,3,3,65,21.7,1,29,1.5,32.5,0
363,Plaxico Burress,PIT,35,4,3,7,3,42,14.0,1,18,0.8,10.5,0
364,Nate Byham,TAM,24,11,2,4,3,18,6.0,1,10,0.3,1.6,0
365,Toney Clemons,JAX,24,4,0,11,3,41,13.7,0,17,0.8,10.3,0
366,Jerome Felton*,MIN,26,16,7,4,3,35,11.7,0,17,0.2,2.2,0
367,Justin Forsett,HOU,27,16,0,5,3,38,12.7,0,18,0.2,2.4,0
368,LaMichael James,SFO,23,4,0,5,3,29,9.7,0,15,0.8,7.3,1
369,Jerrel Jernigan,NYG,23,9,0,5,3,22,7.3,0,9,0.3,2.4,1
370,Jermaine Kearse,SEA,22,7,1,7,3,31,10.3,0,17,0.4,4.4,0
371,Jake O'Connell,KAN,27,8,0,3,3,18,6.0,0,11,0.4,2.3,0
372,Isaiah Pead,STL,23,15,1,4,3,16,5.3,0,9,0.2,1.1,2
373,Patrick Peterson*,ARI,22,16,16,3,3,11,3.7,0,7,0.2,0.7,7
374,Leonard Pope,PIT,29,16,2,4,3,9,3.0,2,7,0.2,0.6,0
375,Javon Ringer,TEN,25,2,0,5,3,12,4.0,0,6,1.5,6.0,0
376,Keith Toston,JAX,25,6,1,4,3,41,13.7,0,21,0.5,6.8,0
377,Kris Adams,IND,25,3,0,8,2,26,13.0,0,13,0.7,8.7,0
378,Anthony Allen,BAL,24,16,0,4,2,12,6.0,0,7,0.1,0.8,0
379,Armando Allen,CHI,23,15,0,3,2,16,8.0,0,15,0.1,1.1,0
380,Kahlil Bell,2TM,26,7,0,2,2,13,6.5,0,11,0.3,1.9,1
381,Brandon Bolden,NWE,22,10,0,2,2,11,5.5,0,11,0.2,1.1,0
382,Dezmon Briscoe,WAS,23,7,0,5,2,22,11.0,0,14,0.3,3.1,0
383,Jim Dray,ARI,26,13,0,2,2,15,7.5,0,12,0.2,1.2,0
384,Mardy Gilyard,2TM,26,8,0,6,2,15,7.5,0,11,0.3,1.9,0
385,Ted Ginn,SFO,27,13,0,2,2,1,0.5,0,1,0.2,0.1,4
386,Richard Gordon,OAK,25,13,1,7,2,9,4.5,1,8,0.2,0.7,0
387,Cyrus Gray,KAN,23,10,0,3,2,18,9.0,0,12,0.2,1.8,0
388,Jonathan Grimes,3TM,23,11,2,,2,7,3.5,0,4,0.2,0.6,0
389,Montario Hardesty,CLE,25,14,1,5,2,16,8.0,0,9,0.1,1.1,2
390,DuJuan Harris,GNB,24,4,2,2,2,17,8.5,0,11,0.5,4.3,0
391,Ben Hartsock,CAR,32,15,5,3,2,30,15.0,0,25,0.1,2.0,0
392,Jason Hill,NYJ,27,4,0,3,2,15,7.5,1,10,0.5,3.8,0
393,Trindon Holliday,2TM,26,15,0,2,2,17,8.5,0,15,0.1,1.1,6
394,Andre Holmes,DAL,24,7,0,2,2,11,5.5,0,7,0.3,1.6,0
395,Chris Ivory,NOR,24,6,2,3,2,15,7.5,0,13,0.3,2.5,0
396,Brandon Jackson,CLE,27,2,0,4,2,20,10.0,0,14,1.0,10.0,0
397,Taiwan Jones,OAK,24,14,0,2,2,11,5.5,0,7,0.1,0.8,1
398,Dion Lewis,PHI,22,9,0,2,2,24,12.0,0,28,0.2,2.7,0
399,David Nelson,BUF,26,1,1,5,2,31,15.5,0,21,2.0,31.0,0
400,Kealoha Pilares,CAR,24,8,0,4,2,42,21.0,1,36,0.3,5.3,0
401,Zach Potter,JAX,26,16,5,7,2,6,3.0,0,4,0.1,0.4,0
402,Weslye Saunders,IND,23,11,4,4,2,15,7.5,0,11,0.2,1.4,0
403,Alfonso Smith,ARI,25,11,0,3,2,21,10.5,0,13,0.2,1.9,0
404,Eric Weems,CHI,27,16,1,4,2,27,13.5,0,18,0.1,1.7,1
405,Guy Whimper,JAX,29,16,6,3,2,11,5.5,1,10,0.1,0.7,0
406,Keiland Williams,2TM,26,14,0,,2,9,4.5,0,5,0.1,0.6,0
407,Joe Adams,CAR,23,9,0,1,1,7,7.0,0,7,0.1,0.8,4
408,Matt Asiata,MIN,25,16,0,1,1,2,2.0,0,2,0.1,0.1,0
409,Nick Bellore,NYJ,23,16,0,1,1,23,23.0,0,23,0.1,1.4,1
410,LeGarrette Blount,TAM,26,13,0,2,1,2,2.0,0,2,0.1,0.2,0
411,LaRon Byrd,ARI,23,4,0,2,1,8,8.0,0,8,0.3,2.0,0
412,Andre Caldwell,DEN,27,8,0,4,1,18,18.0,0,18,0.1,2.3,0
413,Delone Carter,IND,25,10,0,2,1,13,13.0,0,13,0.1,1.3,1
414,Shaun Chapas,DET,24,3,1,2,1,6,6.0,0,6,0.3,2.0,0
415,Jeromey Clary,SDG,29,14,14,1,1,-8,-8.0,0,-8,0.1,-0.6,0
416,Chase Coffman,ATL,26,5,0,1,1,11,11.0,0,12,0.2,2.2,0
417,Austin Collie,IND,27,1,0,1,1,6,6.0,0,6,1.0,6.0,0
418,Chris Cooley,WAS,30,9,2,3,1,8,8.0,0,8,0.1,0.9,0
419,Antonio Cromartie*,NYJ,28,16,16,3,1,-2,-2.0,0,-2,0.1,-0.1,0
420,Nate Eachus,KAN,22,11,2,3,1,19,19.0,0,19,0.1,1.7,0
421,Dedrick Epps,NYJ,24,3,0,1,1,9,9.0,0,9,0.3,3.0,1
422,Tommy Gallarda,ATL,24,9,0,4,1,7,7.0,0,7,0.1,0.8,0
423,Ryan Grant,2TM,30,5,1,2,1,34,34.0,0,34,0.2,6.8,1
424,Chris Gronkowski,DEN,26,14,0,1,1,11,11.0,0,11,0.1,0.8,0
425,Cory Harkey,STL,22,5,0,2,1,21,21.0,0,21,0.2,4.2,0
426,Jamie Harper,TEN,23,10,0,1,1,8,8.0,0,8,0.1,0.8,0
427,Chad Henne,JAX,27,10,6,0,1,-6,-6.0,0,-6,0.1,-0.6,4
428,Jacob Hester,DEN,27,3,0,1,1,7,7.0,0,7,0.3,2.3,0
429,Michael Higgins,NOR,25,2,1,1,1,-3,-3.0,0,-3,0.5,-1.5,0
430,Robert Hughes,IND,23,5,1,1,1,3,3.0,0,3,0.2,0.6,0
431,Mike Johnson,ATL,25,16,1,1,1,1,1.0,1,1,0.1,0.1,0
432,Dominique Jones,IND,25,4,1,1,1,8,8.0,0,8,0.3,2.0,0
433,Senio Kelemete,ARI,22,2,0,1,1,10,10.0,0,10,0.5,5.0,0
434,Lance Louis,CHI,27,11,11,1,1,4,4.0,0,4,0.1,0.4,0
435,Reagan Maui'a,ARI,28,3,1,,1,7,7.0,0,7,0.3,2.3,0
436,Corey McIntyre,BUF,33,16,3,2,1,9,9.0,0,9,0.1,0.6,0
437,Joe McKnight,NYJ,24,15,0,2,1,18,18.0,0,18,0.1,1.2,3
438,Rodney McLeod,STL,22,16,0,1,1,21,21.0,0,21,0.1,1.3,0
439,Evan Moore,2TM,27,15,1,8,1,6,6.0,0,6,0.1,0.4,0
440,Legedu Naanee,MIA,29,4,1,5,1,19,19.0,0,19,0.3,4.8,1
441,Chris Owusu,TAM,22,5,0,4,1,24,24.0,0,24,0.2,4.8,0
442,Nathan Palmer,IND,23,5,0,4,1,-4,-4.0,0,-4,0.2,-0.8,0
443,Lousaka Polite,ATL,31,6,5,7,1,8,8.0,0,8,0.2,1.3,0
444,Christian Ponder,MIN,24,16,16,1,1,-15,-15.0,0,-15,0.1,-0.9,7
445,Chris Pressley,CIN,26,14,7,3,1,1,1.0,1,1,0.1,0.1,0
446,Terrelle Pryor,OAK,23,3,1,1,1,22,22.0,0,22,0.3,7.3,0
447,Allen Reisner,2TM,24,6,2,,1,13,13.0,0,13,0.2,2.2,0
448,Courtney Roby,NOR,29,13,0,2,1,9,9.0,0,9,0.1,0.7,0
449,Aaron Rodgers*,GNB,29,16,16,1,1,-1,-1.0,0,-1,0.1,-0.1,5
450,Tony Romo,DAL,32,16,16,1,1,-1,-1.0,0,-1,0.1,-0.1,6
451,Dane Sanzenbacher,2TM,24,7,2,,1,7,7.0,0,7,0.1,1.0,0
452,Matt Schaub*,HOU,31,16,16,1,1,-6,-6.0,0,-6,0.1,-0.4,4
453,Brad Smelley,CLE,23,2,0,1,1,3,3.0,0,3,0.5,1.5,0
454,Hayden Smith,NYJ,27,5,0,1,1,16,16.0,0,16,0.2,3.2,0
455,Matthew Stafford,DET,24,16,16,1,1,3,3.0,0,3,0.1,0.2,6
456,Donte' Stallworth,NWE,32,1,0,2,1,63,63.0,1,63,1.0,63.0,0
457,Isaiah Stanback,JAX,28,2,0,1,1,6,6.0,0,6,0.5,3.0,0
458,Sammie Stroughter,TAM,26,3,0,2,1,14,14.0,0,14,0.3,4.7,0
459,Will Ta'ufo'ou,JAX,26,6,1,1,1,5,5.0,0,5,0.2,0.8,0
460,Ryan Taylor,GNB,25,16,1,1,1,11,11.0,0,11,0.1,0.7,0
461,Marcus Thigpen,MIA,26,16,0,2,1,15,15.0,0,15,0.1,0.9,1
462,Jordan Todman,JAX,22,1,0,1,1,0,0.0,0,0,1.0,0.0,0
463,Mitch Unrein,DEN,25,16,2,1,1,1,1.0,1,1,0.1,0.1,0
464,Beanie Wells,ARI,24,8,7,1,1,24,24.0,0,24,0.1,3.0,1
465,Jordan White,NYJ,24,3,0,3,1,13,13.0,0,13,0.3,4.3,0
466,Kellen Winslow,NWE,29,1,0,2,1,12,12.0,0,12,1.0,12.0,0
